study,cruisename,year-month,stationstart,stationend,eventnumber,day-time,fix,total-time,shipspeed,shipcourse,latstart,longstart,latend,longend,sighting_utc
LMG13-01,1301,1301,500.14,500.13,122,92300,,11.4,22,134,-65.00955,-67.3337,-65.0643,-67.19725,NA
LMG13-01,1301,1301,500.12,500.11,124,92347,,11.6,29,134,-65.11032,-67.08617,-65.17868,-66.91102,NA
LMG13-01,1301,1301,500.1,500.09,130,100310,,11.1,24,143,-65.23992,-66.75632,-65.29585,-66.61792,NA
LMG13-01,1301,1301,500.08,500.07,132,100404,,11.5,27,130,-65.35803,-66.45988,-65.41813,-66.30675,NA
LMG13-01,1301,1301,400.1,400.11,155,110100,,11,31,335,-65.87802,-68.29867,-65.80315,-68.46817,NA
LMG13-01,1301,1301,400.12,400.13,157,110158,,11.1,30,315,-65.7516,-68.5923,-65.68293,-68.75638,NA
LMG13-01,1301,1301,400.14,400.15,159,110257,,11.5,NA,312,-65.62098,-68.90378,-65.55387,-69.06605,NA
LMG13-01,1301,1301,400.16,400.17,161,110357,,10.4,27,316,-65.4955,-69.21058,-65.4349,-69.34958,NA
LMG13-01,1301,1301,400.18,400.2,162,110456,,11.1,30,316,-65.36715,-69.50227,-65.3012,-69.66098,NA
LMG13-01,1301,1301,300.14,300.13,178,120032,,11.3,14,134,-66.28133,-70.39325,-66.3145,-70.30372,NA
LMG13-01,1301,1301,300.12,300.11,179,120113,,11.4,28,138,-66.37437,-70.1797,-66.4436,-70.00965,NA
LMG13-01,1301,1301,300.1,300.09,187,120537,,11,26,135,-66.50922,-69.85658,-66.56958,-69.7214,NA
LMG13-01,1301,1301,300.08,300.07,188,120634,,10.5,29,129,-66.63412,-69.55243,-66.70198,-69.3931,NA
LMG13-01,1301,1301,300.06,300.05,191,120734,,10.5,26,133,-66.76845,-69.2418,-66.82452,-69.09497,NA
LMG13-01,1301,1301,200.04,200.03,205,122108,,10.7,31,142,-67.51175,-70.58905,-67.57877,-70.41178,NA
LMG13-01,1301,1301,200.02,200.01,206,122209,,10.7,29,136,-67.64237,-70.2658,-67.70842,-70.11635,NA
LMG13-01,1301,1301,100,100.01,309,210013,,11,25,314,-68.35315,-71.74523,-68.30058,-71.892,NA
LMG13-01,1301,1301,100.02,100.03,310,210107,,10,34,320,-68.24568,-72.03142,-68.17353,-72.20095,NA
LMG13-01,1301,1301,100.04,100.05,311,210214,,10,35,319,-68.11222,-72.34865,-68.03833,-72.51725,NA
LMG13-01,1301,1301,000.060,000.050,322,211540,,10.9,31,175,-68.55482,-74.50302,-68.62843,-74.34087,NA
LMG13-01,1301,1301,000.040,000.030,323,211642,,11,30,138,-68.69967,-74.18225,-68.77042,-74.01787,NA
LMG13-01,1301,1301,000.020,000.010,324,211741,,11,28,139,-68.83502,-73.86808,-68.90335,-73.709,NA
LMG13-01,1301,1301,-100.06,-100.05,398,252141,,9.8,32,325,-69.10407,-76.46912,-69.03683,-76.61633,NA
LMG13-01,1301,1301,-100.08,-100.09,399,252248,,9.8,35,321,-68.96397,-76.7589,-68.88557,-76.9226,NA
LMG13-01,1301,1301,-100.1,-100.11,400,252353,,9.9,32,324,-68.82127,-77.05137,-68.74842,-77.20518,NA
LMG13-01,1301,1301,-100.12,-100.13,401,260058,,10,23,339,-68.67533,-77.3312,-68.63598,-77.40183,NA
LMG14-01,1401,1401,600.04,600.03,28,81811,,9.5,30,233,-64.88273,-64.2583,-64.96307,-64.25332,NA
LMG14-01,1401,1401,600.04,600.05,49,91137,,11,30,314,-64.94047,-64.38628,-64.87083,-64.55833,NA
LMG14-01,1401,1401,600.06,600.07,50,91230,,11,30,315,Bad Minutes: 6481.72,Bad Minutes: 6471.045,-64.7548,-64.86902,NA
LMG14-01,1401,1401,600.08,600.09,53,91329,,30,30,315,Bad Minutes: 6469.419,-65.05072,-64.63078,-65.19798,NA
LMG14-01,1401,1401,600.1,600.11,60,91715,,12,30,315,-64.93393,-65.62297,-64.49868,-65.5404,NA
LMG14-01,1401,1401,600.12,600.13,62,91806,,11,30,314,-64.76987,Bad Minutes: 6563.065,-64.39277,-65.79948,NA
LMG14-01,1401,1401,600.14,600.15,63,91905,,11.3,30,310,-64.56503,Bad Minutes: 6594.607,-64.27403,-66.11142,NA
LMG14-01,1401,1401,600.16,600.17,64,92004,,11.5,30,314,-64.35485,-66.42415,-64.14752,-66.41427,NA
LMG14-01,1401,1401,600.18,600.19,66,92102,,11.7,30,316,-64.14712,-66.93282,-64.01852,-66.82817,NA
LMG14-01,1401,1401,500.2,500.19,80,101330,,11.1,30,105,-64.61582,-68.27655,-64.6724,-68.1447,NA
LMG14-01,1401,1401,500.18,500.17,83,101427,,11.2,30,132,-64.73677,-67.98545,-64.79918,-67.83617,NA
LMG14-01,1401,1401,500.16,500.15,84,101515,,11.4,30,133,-64.859519,-64.689928,-64.90715,-67.56378,NA
LMG14-01,1401,1401,500.14,500.13,86,101613,,12.3,30,333,-64.98158,-67.38493,-65.03382,-67.25347,NA
LMG14-01,1401,1401,500.12,500.11,87,102034,,6.3,30,135,-65.107074,-67.085307,-65.14328,-66.98843,NA
LMG14-01,1401,1401,500.08,500.07,94,102345,,6,30,127,-65.35447,-66.46583,-65.39152,-66.37623,NA
LMG14-01,1401,1401,400.04,400.05,108,110852,,11.2,37,304,-66.24242,-67.35568,-66.15467,-67.58932,NA
LMG14-01,1401,1401,400.06,400.07,110,111245,,7,31,312,-66.12415,-67.6713,-66.05293,-67.84618,NA
LMG14-01,1401,1401,400.08,400.09,111,111345,,11.4,30,316,-66.00795,-67.96085,-65.93577,-68.14338,NA
LMG14-01,1401,1401,400.1,400.11,118,111714,,7.2,30,320,-65.885073,-68.29989,-65.81102,-68.44523,NA
LMG14-01,1401,1401,400.12,400.13,119,111812,,11.1,30,315,-65.7542,-68.58408,-65.68342,-68.75518,NA
LMG14-01,1401,1401,400.14,400.15,120,111910,,10.5,30,324,Bad Minutes: 6597.606,-68.89153,-65.56227,-69.0429,NA
LMG14-01,1401,1401,400.16,400.17,121,112013,,10.8,30,318,-65.49527,-69.20223,-65.43367,-69.34947,NA
LMG14-01,1401,1401,400.18,400.19,123,112114,,11.2,30,320,-65.36645,-69.50295,-65.30627,-69.6424,NA
LMG14-01,1401,1401,300.2,300.19,136,121501,,10.9,30,138,-65.90608,-71.3153,-65.95617,-71.13963,NA
LMG14-01,1401,1401,300.18,300.17,139,121550,,10.3,30,141,-65.99237,-71.05797,-66.05978,-70.90137,NA
LMG14-01,1401,1401,300.15,300.14,143,121752,,6.5,30,144,-66.15037,-70.69628,-66.1997,-70.5896,NA
LMG14-01,1401,1401,300.14,300.13,145,121911,,5.5,30,141,-66.24478,-70.48305,-66.27797,-70.40083,NA
LMG14-01,1401,1401,300.12,300.11,147,122105,,5.5,30,133,-66.37502,-70.17933,-66.40965,-70.09383,NA
LMG14-01,1401,1401,300.1,300.09,153,130215,,6.3,30,133,-66.48125,-69.833,-66.53025,-69.8065,NA
LMG14-01,1401,1401,100.06,100.05,254,211933,,9.9,30,144,-67.35515,-74.16648,-67.37052,-74.0164,NA
LMG14-01,1401,1401,100.04,100.03,256,212030,,11.3,30,143,-67.43058,-73.88382,-67.496,-73.73923,NA
LMG14-01,1401,1401,100.12,100.1,258,212131,,10.9,30,140,-67.57472,-73.5616,-67.64553,-73.40767,NA
LMG14-01,1401,1401,100.1,100.09,265,220118,,11,30,139,-67.69018,-73.17142,-67.73418,-73.20437,NA
LMG14-01,1401,1401,500.12,500.11,284,231554,,10,30,142,-65.1102,-67.06705,-65.16382,-66.9476,NA
LMG14-01,1401,1401,500.1,500.09,286,231658,,10.7,30,340,-65.2352,-66.7683,-65.28657,-66.63492,NA
LMG14-01,1401,1401,500.08,500.07,287,231758,,10.8,30,135,-65.34827,-66.48068,-65.40508,-66.33312,NA
LMG14-01,1401,1401,600.04,600.05,345,291431,,10.5,30,310,-64.93178,-64.40342,-64.87625,-64.5529,NA
LMG14-01,1401,1401,600.06,600.07,346,291530,,12,30,30,-64.8142,-64.72033,-64.75257,-64.88385,NA
LMG14-01,1401,1401,600.08,606.258,349,291707,,10.4,30,5,-64.69,-65.02983,-64.61388,-65.02273,NA
LMG14-01,1401,1401,606.258,612.509,352,291815,,11.1,22,8,-64.61388,-65.02273,-64.55237,-35.01378,NA
LMG14-01,1401,1401,612.509,618.7595,355,291915,,10.4,28,4,-64.54225,-65.00922,-64.48062,-65.00375,NA
LMG14-01,1401,1401,618.7595,625.001,358,292015,,10.2,30,5,-64.47412,-65.00243,-64.40762,-64.99107,NA
LMG14-01,1401,1401,625.001,631.251,361,292117,,10.6,28,3,-64.40378,-64.99427,-64.33783,-64.98537,NA
LMG14-01,1401,1401,631.251,637.5011,364,292221,,10.5,22,4,-64.32425,-64.98362,-64.26247,-64.97518,NA
LMG14-01,1401,1401,637.0501,637.7512,367,292328,,10.2,18,6,-64.25455,-64.9756,-64.1947,-64.97087,NA
LMG15-01,1501,1501,Adcp transect 2 practice start,Adcp transect 2 practice end,68,91511,,10.8,30,39,-64.133451,-65.535092,-64.035033,-65.231334,NA
LMG15-01,1501,1501,Adcp transect 2 end point,Toward 600.200,71,91737,,10.4,30,267,-63.901088,-65.092329,-63.54487,-65.18948,NA
LMG15-01,1501,1501,500.2,500.19,98,101956,,9.5,30,111,-64.646152,-68.219038,-64.42692,-68.027,NA
LMG15-01,1501,1501,500.18,500.17,100,102037,,11,30,133,-64.72964,-68.004051,-64.47656,-67.507818,NA
LMG15-01,1501,1501,500.16,500.15,103,102140,,11.2,30,132,-64.861916,-67.683129,-64.558342,-67.310785,NA
LMG15-01,1501,1501,500.14,500.13,104,102234,,11.1,30,134,-64.9759,-67.4085,-65.02266,-67.15487,NA
LMG15-01,1501,1501,500.12,500.1,110,110110,,10.4,30,135,-65.121373,-67.068916,-65.235,-66.773,NA
LMG15-01,1501,1501,400.1,400.11,151,121706,,10.6,30,321,-65.8785,-68.2982,-65.48595,-68.27259,NA
LMG15-01,1501,1501,400.12,400.13,154,121804,,11.1,30,3188,-65.753017,-68.590844,-65.41077,-68.44471,NA
LMG15-01,1501,1501,400.14,400.15,157,122113,,10,30,315,-65.59265,-68.857035,-65.56227,-69.0429,NA
LMG15-01,1501,1501,400.16,400.17,160,122213,,11.1,30,311,-65.48672,-69.207038,-65.43367,-69.34947,NA
LMG15-01,1501,1501,400.18,400.19,162,122311,,10.3,30,317,-65.37094,-69.505724,-65.18146,-69.38999,NA
LMG15-01,1501,1501,300.2,300.19,178,131707,,10.1,30,137,-65.852279,-71.429634,-65.54526,-71.15243,NA
LMG15-01,1501,1501,300.18,300.17,179,131810,,11.2,30,1377,-65.977126,-71.08607,-66.04252,-70.93822,NA
LMG15-01,1501,1501,300.16,300.15,182,131912,,10.9,30,137,-66.116315,-70.772965,-66.11888,-70.353871,NA
LMG15-01,1501,1501,300.14,300.13,184,132011,,11,30,132,-66.248595,-70.468225,-66.225835,-70.343507,NA
LMG15-01,1501,1501,300.12,300.11,186,132106,,11.2,30,136,-66.372147,-70.173523,-66.26495,-70.01302,NA
LMG15-01,1501,1501,100.01,100.02,292,220854,,8.2,30,321,-68.284045,-71.935967,-68.233819,-72.154249,NA
LMG15-01,1501,1501,100.02,100.03,294,220918,,7.7,30,312,-68.242671,-72.036038,-68.11081,-72.09766,NA
LMG15-01,1501,1501,100.04,100.05,296,221040,,7.6,30,322,-68.110714,-72.345745,-68.048675,-72.349254,NA
LMG15-01,1501,1501,100.06,100.07,305,221937,,8,30,325,-67.973649,-72.680829,-67.91857,-72.79498,NA
LMG15-01,1501,1501,100.08,100.09,307,222057,,8.1,30,324,Bad Value: 67841.303,Bad Minutes: 72969.961,-67.78895,-73.08255,NA
LMG15-01,1501,1501,100.1,100.11,310,222221,,7.5,30,318,-67.704045,-73.271845,-67.65608,-73.38453,NA
LMG15-01,1501,1501,100.12,100.13,312,222347,,7.7,30,318,-67.567935,-73.583876,-67.30027,-73.4428,NA
LMG15-01,1501,1501,100.14,100.15,314,230109,,7.6,30,323,-67.434083,-73.880725,-67.2282,-73.5983,NA
LMG15-01,1501,1501,000.140,000.130,335,240117,,7.3,30,145,-68.065961,-75.56824,-68.04814,-76.261327,NA
LMG15-01,1501,1501,000.120,000.110,337,240157,,8,30,135,-68.135335,-75.41586,-68.040814,-76.261327,NA
LMG15-01,1501,1501,000.100,000.090,339,240319,,8.1,30,137,-68.278719,-75.105247,-68.33218,-74.98992,NA
LMG15-01,1501,1501,000.040,000.030,349,241148,,8.7,30,138,-68.725977,-74.12221,-68.514942,-73.540821,NA
LMG15-01,1501,1501,000.020,000.010,351,241249,,9.1,30,135,-68.831688,-73.867957,-68.514942,-73.510821,NA
LMG15-01,1501,1501,-100.02,-100.03,392,262054,,8.3,30,332,-69.389323,-75.846538,-69.19731,-75.58065,NA
LMG15-01,1501,1501,-100.04,-100.05,396,262155,,7.7,30,320,-69.276152,-76.084134,-69.03683,-76.61633,NA
LMG15-01,1501,1501,-100.06,-100.07,414,272111,,7.5,30,320,-69.063856,-76.543511,-69.013009,-76.430518,NA
LMG15-01,1501,1501,-100.08,-100.09,416,272210,,7.7,30,325,-68.964295,-76.749289,-68.564144,-77.02058,NA
LMG15-01,1501,1501,-100.1,-100.11,418,272334,,6.9,30,326,-68.821637,-77.045939,-68.46167,-77.08986,NA
LMG15-01,1501,1501,-100.12,-100.13,421,28005945,,7.5,30,327,-68.676142,-77.344051,-68.62838,-77.44273,NA
LMG15-01,1501,1501,Adcp transect 2 practice start,Adcp transect 2 practice end,68,91511,,10.8,30,39,-64.133451,-65.535092,-64.035033,-65.231334,NA
LMG15-01,1501,1501,Adcp transect 2 end point,Toward 600.200,71,91737,,10.4,30,267,-63.901088,-65.092329,-63.54487,-65.18948,NA
LMG15-01,1501,1501,500.2,500.19,98,101956,,9.5,30,111,-64.646152,-68.219038,-64.42692,-68.027,NA
LMG15-01,1501,1501,500.18,500.17,100,102037,,11,30,133,-64.72964,-68.004051,-64.47656,-67.507818,NA
LMG15-01,1501,1501,500.16,500.15,103,102140,,11.2,30,132,-64.861916,-67.683129,-64.558342,-67.310785,NA
LMG15-01,1501,1501,500.14,500.13,104,102234,,11.1,30,134,-64.9759,-67.4085,-65.02266,-67.15487,NA
LMG15-01,1501,1501,500.12,500.1,110,110110,,10.4,30,135,-65.121373,-67.068916,-65.235,-66.773,NA
LMG15-01,1501,1501,400.1,400.11,151,121706,,10.6,30,321,-65.8785,-68.2982,-65.48595,-68.27259,NA
LMG15-01,1501,1501,400.12,400.13,154,121804,,11.1,30,3188,-65.753017,-68.590844,-65.41077,-68.44471,NA
LMG15-01,1501,1501,400.14,400.15,157,122113,,10,30,315,-65.59265,-68.857035,-65.56227,-69.0429,NA
LMG15-01,1501,1501,400.16,400.17,160,122213,,11.1,30,311,-65.48672,-69.207038,-65.43367,-69.34947,NA
LMG15-01,1501,1501,400.18,400.19,162,122311,,10.3,30,317,-65.37094,-69.505724,-65.18146,-69.38999,NA
LMG15-01,1501,1501,300.2,300.19,178,131707,,10.1,30,137,-65.852279,-71.429634,-65.54526,-71.15243,NA
LMG15-01,1501,1501,300.18,300.17,179,131810,,11.2,30,1377,-65.977126,-71.08607,-66.04252,-70.93822,NA
LMG15-01,1501,1501,300.16,300.15,182,131912,,10.9,30,137,-66.116315,-70.772965,-66.11888,-70.353871,NA
LMG15-01,1501,1501,300.14,300.13,184,132011,,11,30,132,-66.248595,-70.468225,-66.225835,-70.343507,NA
LMG15-01,1501,1501,300.12,300.11,186,132106,,11.2,30,136,-66.372147,-70.173523,-66.26495,-70.01302,NA
LMG15-01,1501,1501,100.01,100.02,292,220854,,8.2,30,321,-68.284045,-71.935967,-68.233819,-72.154249,NA
LMG15-01,1501,1501,100.02,100.03,294,220918,,7.7,30,312,-68.242671,-72.036038,-68.11081,-72.09766,NA
LMG15-01,1501,1501,100.04,100.05,296,221040,,7.6,30,322,-68.110714,-72.345745,-68.048675,-72.349254,NA
LMG15-01,1501,1501,100.06,100.07,305,221937,,8,30,325,-67.973649,-72.680829,-67.91857,-72.79498,NA
LMG15-01,1501,1501,100.08,100.09,307,222057,,8.1,30,324,Bad Value: 67841.303,Bad Minutes: 72969.961,-67.78895,-73.08255,NA
LMG15-01,1501,1501,100.1,100.11,310,222221,,7.5,30,318,-67.704045,-73.271845,-67.65608,-73.38453,NA
LMG15-01,1501,1501,100.12,100.13,312,222347,,7.7,30,318,-67.567935,-73.583876,-67.30027,-73.4428,NA
LMG15-01,1501,1501,100.14,100.15,314,230109,,7.6,30,323,-67.434083,-73.880725,-67.2282,-73.5983,NA
LMG15-01,1501,1501,000.140,000.130,335,240117,,7.3,30,145,-68.065961,-75.56824,-68.04814,-76.261327,NA
LMG15-01,1501,1501,000.120,000.110,337,240157,,8,30,135,-68.135335,-75.41586,-68.040814,-76.261327,NA
LMG15-01,1501,1501,000.100,000.090,339,240319,,8.1,30,137,-68.278719,-75.105247,-68.33218,-74.98992,NA
LMG15-01,1501,1501,000.040,000.030,349,241148,,8.7,30,138,-68.725977,-74.12221,-68.514942,-73.540821,NA
LMG15-01,1501,1501,000.020,000.010,351,241249,,9.1,30,135,-68.831688,-73.867957,-68.514942,-73.510821,NA
LMG15-01,1501,1501,-100.02,-100.03,392,262054,,8.3,30,332,-69.389323,-75.846538,-69.19731,-75.58065,NA
LMG15-01,1501,1501,-100.04,-100.05,396,262155,,7.7,30,320,-69.276152,-76.084134,-69.03683,-76.61633,NA
LMG15-01,1501,1501,-100.06,-100.07,414,272111,,7.5,30,320,-69.063856,-76.543511,-69.013009,-76.430518,NA
LMG15-01,1501,1501,-100.08,-100.09,416,272210,,7.7,30,325,-68.964295,-76.749289,-68.564144,-77.02058,NA
LMG15-01,1501,1501,-100.1,-100.11,418,272334,,6.9,30,326,-68.821637,-77.045939,-68.46167,-77.08986,NA
LMG15-01,1501,1501,-100.12,-100.13,421,28005945,0280101,7.5,30,327,-68.676142,-77.344051,-68.62838,-77.44273,NA
LMG16-01,1601,1601,600.04,600.05,48,141719,,10.8,30,310,-64.93296,-64.40356,-64.53533,-64.31958,NA
LMG16-01,1601,1601,600.06,600.07,50,141912,,6.5,30,300,-64.814207,-64.718117,-64.46833,-64.48089,NA
LMG16-01,1601,1601,600.08,600.09,52,142115,,5.7,30,310,-64.69438,-65.037565,-64.66005,-65.117917,NA
LMG16-01,1601,1601,600.16,600.17,66,151530,,10.3,30,306,-64.212203,-66.255685,-64.14815,-66.417467,NA
LMG16-01,1601,1601,600.18,600.19,68,151633,,10.3,30,305,-64.090091,-66.555636,-64.03305,-66.7022,NA
LMG16-01,1601,1601,500.2,500.19,84,161642,,10.5,30,153,-64.608517,-68.292328,-64.673667,-68.153667,NA
LMG16-01,1601,1601,500.18,500.17,87,161807,,6,30,132,-64.735117,-67.99738,-64.773029,-67.904943,NA
LMG16-01,1601,1601,500.16,500.15,88,161952,,6.2,30,139,-64.858069,-67.695445,-64.902305,-67.59307,NA
LMG16-01,1601,1601,500.14,500.13,90,162136,,6.1,30,118,-64.981751,-67.391408,-65.01532,-67.321576,NA
LMG16-01,1601,1601,500.12,500.11,93,162311,,10.4,30,124,-65.108637,-67.084589,-65.17525,-66.92775,NA
LMG16-01,1601,1601,400.04,400.05,123,172155,,9.7,30,317,-66.227305,-67.400593,-66.158339,-67.589129,NA
LMG16-01,1601,1601,400.06,400.07,126,172252,,3.8,30,329,-66.127922,-67.658783,-66.100917,-67.710567,NA
LMG16-01,1601,1601,400.08,400.09,128,180036,,11,30,315,-66.004086,-67.967195,-65.9508,-68.105917,NA
LMG16-01,1601,1601,400.1,400.11,137,180648,,4.2,30,317,-65.851195,-68.39449,-65.803788,-68.463095,NA
LMG16-01,1601,1601,400.12,400.13,138,180803,,11.2,30,314,-65.749022,-68.595971,-65.678664,-68.760517,NA
LMG16-01,1601,1601,400.14,400.15,141,180900,,11.3,30,315,-65.623414,-68.897008,-65.555721,-69.059976,NA
LMG16-01,1601,1601,400.16,400.17,142,180958,,11.2,30,316,-65.497265,-69.196351,-65.427138,-69.358983,NA
LMG16-01,1601,1601,400.18,400.19,144,181118,,5.4,30,317,-65.368287,-69.500384,-65.340418,-69.575499,NA
LMG16-01,1601,1601,300.2,300.19,168,192231,,13.6,30,160,-65.850393,-71.371446,-65.871365,-71.320648,NA
LMG16-01,1601,1601,300.18,300.17,170,200052,,2.3,30,143,-65.982268,-71.076999,-65.99855,-71.057117,NA
LMG16-01,1601,1601,300.16,300.15,171,200456,,2.6,30,116,-66.113992,-70.80224,-66.126417,-70.755883,NA
LMG16-01,1601,1601,300.14,300.13,174,200827,,3.1,30,167,-66.246793,-70.485551,-66.27037,-70.432964,NA
LMG16-01,1601,1601,300.12,300.11,175,201042,,6.9,30,119,-66.370416,-70.188941,-66.395149,-70.131137,NA
LMG16-01,1601,1601,300.1,300.09,186,201819,,8.3,30,148,-66.528437,-69.810954,-66.575042,-69.699979,NA
LMG16-01,1601,1601,300.08,300.07,189,201923,,11,30,134,-66.63579,-69.55009,-66.707617,-69.371921,NA
LMG16-01,1601,1601,300.06,300.05,191,202011,,11,30,137,-66.762432,-69.241555,-66.831573,-69.087565,NA
LMG16-01,1601,1601,200.04,200.05,210,211746,,11,30,332,-67.477335,-70.660856,-67.418305,-70.78071,NA
LMG16-01,1601,1601,200.06,200.07,212,211831,,10.8,30,307,-67.378918,-70.904092,-67.328759,-71.023514,NA
LMG16-01,1601,1601,200.08,200.09,214,212020,,5.6,30,310,-67.247692,-71.221282,-67.228833,-71.279919,NA
LMG16-01,1601,1601,200.1,200.09,223,22,0221600,2.3,30,216,-67.12865,-71.472899,-67.155395,-71.430578,NA
LMG16-01,1601,1601,200.08,200.07,224,220630,,5.3,30,139,-67.247329,-71.228453,-67.27292,-71.153966,NA
LMG16-01,1601,1601,200.06,200.05,225,220844,,5.5,30,137,-67.376959,-70.896291,-67.40089,-70.832407,NA
LMG16-01,1601,1601,200.04,200.03,226,221140,,4.1,30,150,-67.498267,-70.572426,-67.517166,-70.510869,NA
LMG16-01,1601,1601,200.02,200.01,228,221457,,1,30,116,-67.63843,-70.256467,-67.66975,-70.194237,NA
LMG16-01,1601,1601,300.04,300.05,330,301826,,10.8,30,356,-66.887582,-68.940587,-66.814624,-69.105005,NA
LMG16-01,1601,1601,300.06,300.07,331,301931,,10.9,30,308,-66.748074,-69.269686,-66.692159,-69.406032,NA
LMG16-01,1601,1601,300.08,300.09,333,302024,,11.1,30,319,-66.632767,-69.552531,-66.56023,-69.53242,NA
LMG16-01,1601,1602,600.22,600.21,362,330809,,17.8,30,133,-63.832065,-67.145428,-63.886968,-67.009383,NA
LMG16-01,1601,1602,600.2,600.19,363,330905,,17.9,30,134,-63.954994,-66.839472,-64.015595,-66.699291,NA
LMG16-01,1601,1602,600.18,600.17,364,331009,,10.8,30,134,-64.079538,-66.546956,-64.138723,-66.393699,NA
LMG16-01,1601,1602,600.16,600.15,365,331108,,11.2,30,134,-64.213242,-66.212868,-64.272869,-66.072601,NA
LMG16-01,1601,1602,600.14,600.13,367,331206,,10.8,30,129,-64.331407,-65.913577,-64.39648,-65.751935,NA
LMG16-01,1601,1602,600.12,600.11,368,331303,,10.4,30,137,-64.447965,-65.629315,-64.500813,-65.509351,NA
LMG16-01,1601,1602,600.1,600.09,373,331658,,9.6,30,129,-64.57472,-65.35459,-64.638215,-65.174448,NA
LMG16-01,1601,1602,600.08,600.07,375,331757,,11.8,30,129,-64.693009,-65.034811,-64.752703,-64.874028,NA
LMG16-01,1601,1602,600.06,600.05,376,331855,,11.1,30,131,-64.812398,-64.715955,-64.875069,-64.553396,NA
LMG16-01,1601,1602,Process study 3,Process study 3,398,380901,,2.8,30,4,-65.196308,-64.140241,-65.178959,-64.11957,NA
LMG16-01,1601,1602,Process study 3,Process study 3,399,380959,,5.9,30,35,-65.142647,-64.067945,-65.109424,-63.99468,NA
LMG16-01,1601,1602,Process study 3,Process study 3,400,381059,,10.1,30,34,-65.067287,-63.938216,-65.005577,-63.815607,NA
LMG16-01,1601,1602,Process study 3,Process study 3,401,381159,,6.3,30,31,-64.938111,-63.679365,-64.88347,-63.728901,NA
LMG16-01,1601,1602,Process study 3,Process study 3,403,381300,,11.3,30,299,-64.847415,-63.944012,-64.81724,-64.053714,NA
LMG16-01,1601,1602,Process study 3,Process study 3,406,381600,,8.8,30,234,-64.824965,-64.098714,-64.814902,-64.280405,NA
LMG16-01,1601,1602,Process study 3,Process study 3,416,381959,,1.7,30,340,-64.816663,-64.243394,-64.805736,-64.251758,NA
LMG16-01,1601,1602,Process study 3,Process study 3,418,382100,,1.7,30,343,-64.819456,-64.241199,-64.812165,-64.246605,NA
LMG16-01,1601,1602,Process study 3,Process study 3,421,382200,,11.4,30,115,-64.835299,-64.170118,-64.890108,-64.289317,NA
LMG16-01,1601,1602,Process study 3,Process study 3,424,390100,,6.7,30,246,-64.926792,-64.311069,-64.956318,-64.444006,NA
LMG16-01,1601,1602,Process study 3,Process study 3,427,390859,,10.7,30,269,-64.889972,-64.528524,-64.92138,-64.48585,NA
LMG16-01,1601,1602,Process study 3,Process study 3,432,391400,,4.2,30,128,-64.901474,-64.525996,-64.92138,-64.48585,NA
LMG16-01,1601,1602,Process study 3.,Process study 3.,433,391459,,2,30,50,-64.931984,-64.390571,-64.919176,-64.3547,NA
LMG16-01,1601,1602,Process study 3.,Process study 3.,435,391600,,2.3,30,55,-64.909625,-64.328064,-64.896189,-64.289466,NA
LMG16-01,1601,1602,Process study 3.,Process study 3.,436,391703,,2.5,30,52,-64.884378,-64.258142,-64.873362,-64.199796,NA
LMG16-01,1601,1602,Process study 3,Process study 3,439,391901,,11.3,30,27,-64.89707,-64.212158,-64.873708,-64.092665,NA
LMG17-01,1701,1701,Process Study 1,Process Study 1,2,61545,,3.8,30,238,-64.93371,-64.40357,-64.9348,-64.4055,NA
LMG17-01,1701,1701,Process Study 1,Process Study 1,4,61651,,1.4,30,236,-64.94404,-64.42888,-64.95411,-64.45798,NA
LMG17-01,1701,1701,Process Study 1,Process Study 1,6,61814,,1.7,31,236,-64.96492,-64.49452,-64.97715,-64.53795,NA
LMG17-01,1701,1701,Process Study 1,Process Study 1,15,62340,,2,30,228,-64.93267,-64.39777,-64.977,-64.53784,NA
LMG17-01,1701,1701,Process Study 1,Process Study 1,25,70958,,1.8,30,205,-64.8374,-64.19841,-64.8369,-64.19875,NA
LMG17-01,1701,1701,Process Study 1,Process Study 1,27,71100,,1.1,30,60,-64.82171,-64.17032,-64.82123,-64.15869,NA
LMG17-01,1701,1701,Process Study 1,Process Study 1,29,71200,,11.1,30,221,-64.85417,-64.22685,-64.9364,-64.40234,NA
LMG17-01,1701,1701,Process Study 1,Process Study 1,33,71459,,2,30,159,-64.93496,-64.40517,-64.914,-64.3352,NA
LMG17-01,1701,1701,Process Study 1,Process Study 1,34,71559,,2.4,30,48,-64.91335,-64.33485,-64.89927,-64.28367,NA
LMG17-01,1701,1701,Process Study 1,Process Study 1,35,71658,,2.6,30,6,-64.89092,-64.25367,-64.86741,-64.23927,NA
LMG17-01,1701,1701,Process Study 1,Process Study 1,36,71759,,11.4,30,229,-64.86564,-64.24798,-64.90336,-64.3513,NA
LMG17-01,1701,1701,Process Study 1,Process Study 1,43,72202,,1.9,30,62,-64.94555,-64.49096,-64.929,-64.466,NA
LMG17-01,1701,1701,Process Study 1,Process Study 1,45,72256,,2,15,5,-64.92945,-64.46648,-64.92531,-64.47124,NA
LMG17-01,1701,1701,Process Study 1,Process Study 1,57,81157,,2.2,30,89,-64.88373,-64.52072,-64.88616,-64.4748,NA
LMG17-01,1701,1701,Process Study 1,Process Study 1,58,81257,,11,30,74,-64.87663,-64.35179,-64.86004,-64.11375,NA
