study,cruisename,year-month,stationstart,stationend,eventnumber,day-time,fix,total-time,shipspeed,shipcourse,latstart,longstart,latend,longend,sighting_utc
PD96-01,9601,9601,610.04,610.096,335,171759,,13,4.5,NA,-64.86583,-64.26083,-64.85,-64.23167,NA
PD96-01,9601,9601,612.04,612.456,338,171819,,30,3.9,NA,-64.85,-64.23167,-64.87333,-64.16083,NA
PD96-01,9601,9601,612.036,612.411,340,171850,,35,4.2,NA,-64.87333,-64.16083,-64.90333,-64.08667,NA
PD96-01,9601,9601,612.03,615.03,342,171928,,20,4,NA,-64.90333,-64.085,-64.87833,-64.07333,NA
PD96-01,9601,9601,615.03,615.035,345,171950,,14,4.9,NA,-64.875,-64.07667,-64.86148,-64.112,NA
PD96-01,9601,9601,615.035,615.04,349,172041,,31,4.4,NA,-64.86148,-64.112,-64.83203,-64.19152,NA
PD96-01,9601,9601,615.04,617.04,352,172115,,15,4,NA,-64.829,-64.19167,-64.83833,-64.10233,NA
PD96-01,9601,9601,617.04,617.035,354,172130,,34,4.5,NA,-64.82833,-64.19167,-64.84233,-64.09333,NA
PD96-01,9601,9601,617.04,617.035,354,172130,,34,4.5,NA,-64.82833,-64.19167,-64.84233,-64.09333,NA
PD96-01,9601,9601,617.035,317.03,358,172212,,23,4.9,NA,-64.3595,-64.06483,-64.87833,-64.005,NA
PD96-01,9601,9601,617.03,620.03,359,172238,,18,4.5,NA,-64.87833,-64,-64.857,-63.96322,NA
PD96-01,9601,9601,620.03,620.035,362,172259,,29,5.1,NA,-64.857,-63.96238,-64.82762,-64.04288,NA
PD96-01,9601,9601,620.035,620.04,365,172358,,31,5.1,NA,-64.82717,-64.04433,-64.80633,-64.0885,NA
PD96-01,9601,9601,620.04,620.035,378,180907,,15,3.1,NA,-64.81,-64.06,-64.82833,-64.04167,NA
PD96-01,9601,9601,620.035,620.03,380,181012,,30,3.1,NA,-64.82667,-64.03833,-64.85667,-63.96333,NA
PD96-01,9601,9601,620.03,620.006,384,181044,,19,3.7,NA,-64.85667,-63.96333,-64.87667,-64,NA
PD96-01,9601,9601,617.03,617.173,386,181105,,28,3,NA,-64.87667,-64,-64.85,-64.06667,NA
PD96-01,9601,9601,617.034,617.366,388,181137,,40,4.6,NA,-64.85,-64.06667,-64.81667,-64.13333,NA
PD96-01,9601,9601,618.039,618.087,390,181218,,14,3.9,NA,-64.81667,-64.13333,-64.83203,-64.19152,NA
PD96-01,9601,9601,615.04,615.035,395,181235,,31,5.1,NA,-64.83203,-64.19152,-64.85,-64.11667,NA
PD96-01,9601,9601,615.035,615.03,397,181306,,19,5.4,NA,-64.85833,-64.12833,-64.87833,-64.06667,NA
PD96-01,9601,9601,615.032,615.009,399,181326,,21,4.1,NA,-64.87833,-64.06667,-64.90333,-64.07833,NA
PD96-01,9601,9601,613.031,612.564,402,181350,,27,2.6,NA,-64.90333,-64.07833,-64.88167,-64.22333,NA
PD96-01,9601,9601,612.034,612.466,404,181416,,36,4.9,NA,-64.88167,-64.22333,-64.85,-64.23167,NA
PD96-01,9601,9601,613.04,612.509,406,181455,,19,3.6,NA,-64.8495,-64.232,-64.86583,-64.26083,NA
PD96-01,9601,9601,610.04,610.035,408,181515,,30,4.7,NA,-64.86583,-64.26083,-64.89533,-64.17867,NA
PD96-01,9601,9601,610.035,610.03,414,181639,,30,6,NA,-64.9,-64.18333,-64.925,-64.1,NA
PD96-01,9601,9601,610.03,610.03,417,181713,,17,4.5,NA,-64.925,-64.1,-64.94167,-64.13333,NA
PD96-01,9601,9601,607.03,607.453,419,181732,,30,4.9,NA,-64.94167,-64.13333,-64.91667,-64.2,NA
PD96-01,9601,9601,605.038,605.334,421,181805,,36,5.3,NA,-64.9,-64.2,-64.86667,-64.28333,NA
PD96-01,9601,9601,608.04,607.683,423,181840,,19,4.7,NA,-64.86667,-64.28333,-64.9,-64.33333,NA
PD96-01,9601,9601,605.04,605.035,426,181903,,28,5.2,NA,-64.9,-64.33333,-64.91667,-64.23333,NA
PD96-01,9601,9601,605.035,605.03,428,181931,,32,4.9,NA,-64.91667,-64.23333,-64.95,-64.16667,NA
PD96-01,9601,9601,605.03,604.969,429,182008,,30,4.2,NA,-64.95,-64.16667,-64.96667,-64.2,NA
PD96-01,9601,9601,602.03,602.424,433,182030,,28,4.9,NA,-64.96667,-64.2,-64.95,-64.28333,NA
PD96-01,9601,9601,603.035,602.541,435,182103,,30,4.3,NA,-64.95,-64.28333,-64.88333,-64.3,NA
PD96-01,9601,9601,603.04,602.817,437,182139,,22,3.8,NA,-64.88333,-64.3,-64.91667,-64.4,NA
PD96-01,9601,9601,600.04,600.035,440,182201,,35,4.5,NA,-64.91667,-64.4,-64.95,-64.31667,NA
PD96-01,9601,9601,600.035,600.03,443,182340,,28,5.3,NA,-64.95833,-64.31667,-64.992,-64.243,NA
PD96-01,9601,9601,621.035,621.201,453,191011,,30,10.1,NA,-64.81667,-64.03333,-64.84083,-64.21367,NA
PD96-01,9601,9601,614.04,613.545,454,191041,,36,10.1,NA,-64.84083,-64.21367,-64.87417,-64.42317,NA
PD96-01,9601,9601,598.049,598.417,455,191125,,30,9.5,NA,-64.88333,-64.4,-64.85083,-64.22267,NA
PD96-01,9601,9601,612.04,612.425,456,191156,,31,10,NA,-64.85,-64.21667,-64.81667,-64.03333,NA
PD96-01,9601,9601,621.035,621.201,457,191230,,30,7.9,NA,-64.81667,-64.03333,-64.85,-64.2,NA
PD96-01,9601,9601,621.035,621.201,458,191301,,32,8.9,NA,-64.85,-64.2,-64.9,-64.36667,NA
PD96-01,9601,9601,604.04,603.61,459,191338,,29,8.6,NA,-64.9,-64.36667,-64.85,-64.2,NA
PD96-01,9601,9601,614.038,613.755,460,191410,,30,9.4,NA,-64.86667,-64.2,-64.81667,-64.03333,NA
PD96-01,9601,9601,621.036,620.672,485,201212,,30,2,NA,-64.81667,-64.05,-64.8,-64.06667,NA
PD96-01,9601,9601,620.037,619.987,486,201242,,51,2,NA,-64.8,-64.06667,-64.76667,-64.06667,NA
PD96-01,9601,9601,625.033,625.462,490,201515,,22,4.2,NA,-64.81117,-63.95933,-64.81817,-64.011,NA
PD96-01,9601,9601,622.035,621.978,492,201537,,25,3,NA,-64.78483,-64.011,-64.80817,-64.068,NA
PD96-01,9601,9601,621.037,620.9,494,201604,,19,4.4,NA,-64.80817,-64.068,-64.8015,-64.11783,NA
PD96-01,9601,9601,620.039,619.919,495,201620,,14,4.2,NA,-64.8015,-64.11783,-64.79117,-64.14083,NA
PD96-01,9601,9601,620.041,620.033,497,201637,,16,3.8,NA,-64.79117,-64.14083,-64.775,-64.155,NA
PD96-01,9601,9601,621.043,621.025,499,201655,,15,4.4,NA,-64.775,-64.155,-64.75667,-64.14733,NA
PD96-01,9601,9601,604.014,604.068,513,211411,,15,4.2,NA,-65.06667,-63.93333,-65.08333,-63.95,NA
PD96-01,9601,9601,575.01,550.005,538,221219,,32,8.7,NA,-65.30333,-64.335,-65.34667,-64.39667,NA
PD96-01,9601,9601,575.01,550.005,539,221250,,30,8.7,NA,-65.34667,-64.39667,-65.4,-64.48333,NA
PD96-01,9601,9601,575.01,550.005,540,221322,,40,7.4,NA,-65.4,-64.48333,-65.45667,-64.63833,NA
PD96-01,9601,9601,550.005,530.005,549,221909,,13,4.4,NA,-65.49267,-64.86417,-65.535,-64.815,NA
PD96-01,9601,9601,530.005,570.03,553,222226,,30,8.4,NA,-65.50667,-64.85667,-65.46317,-64.706,NA
PD96-01,9601,9601,530,570.03,554,222302,,30,8.2,NA,-65.46067,-64.70567,-65.388,-64.70033,NA
PD96-01,9601,9601,530.005,570.03,555,222339,,30,7.9,NA,-65.37833,-64.69833,-65.3135,-64.69633,NA
PD96-01,9601,9601,530.005,570.03,556,230016,,30,6.2,NA,-65.30583,-64.6975,-65.24933,-64.6995,NA
PD96-01,9601,9601,626.022,625.663,559,230920,,30,5.1,NA,-64.865,-63.76917,-64.85,-63.85667,NA
PD96-01,9601,9601,624.027,623.882,560,230951,,30,5.3,NA,-64.85,-63.85667,-64.83333,-63.94333,NA
PD96-01,9601,9601,623.031,622.534,561,231021,,15,4.8,NA,-64.83333,-63.94333,-64.825,-63.98333,NA
PD96-01,9601,9601,616.029,616.153,564,221224,,37,5,NA,-64.89,-64.01,-64.86633,-64.062,NA
PD96-01,9601,9601,618.034,617.827,569,231305,,19,2.9,NA,-64.865,-64.06333,-64.84667,-64.06333,NA
PD96-01,9601,9601,618.034,618.119,570,231325,,30,4.1,NA,-64.845,-64.05833,-64.86,-63.98833,NA
PD96-01,9601,9601,619.031,618.977,572,231356,,30,3.6,NA,-64.86,-63.98833,-64.87333,-63.925,NA
PD96-01,9601,9601,620.027,619.835,574,231426,,30,3.6,NA,-64.87333,-63.925,-64.87833,-63.86083,NA
PD96-01,9601,9601,621.025,621.373,575,231457,,36,4.2,NA,-64.879,-63.86083,-64.89717,-63.76933,NA
PD96-01,9601,9601,622.02,622.181,577,221535,,7,3.9,NA,-64.89717,-63.76617,-64.88433,-63.76933,NA
PD96-01,9601,9601,624.021,623.926,580,231551,,51,5,NA,-64.87933,-63.77583,-64.85433,-63.91833,NA
PD96-01,9601,9601,621.029,620.967,583,231720,,30,4.1,NA,-64.85667,-63.93167,-64.84,-64.00833,NA
PD96-01,9601,9601,620.033,619.979,585,231753,,32,4.2,NA,-64.84,-64.01,-64.825,-64.07333,NA
PD96-01,9601,9601,619.036,619.482,586,231829,,21,4.4,NA,-64.82333,-64.07167,-64.81667,-64.01333,NA
PD96-01,9601,9601,622.034,622.395,590,231854,,27,4,NA,-64.815,-64,-64.82933,-63.9245,NA
PD96-01,9601,9601,625.026,625.042,591,232025,,31,4,NA,-64.83017,-63.91983,-64.84617,-63.84117,NA
PD96-01,9601,9601,625.024,625.435,592,232055,,21,4,NA,-64.83333,-63.8365,-64.86017,-63.798,NA
PD96-01,9601,9601,627.024,627.149,594,232029,,15,4,NA,-64.85923,-63.77975,-64.84333,-63.77212,NA
PD96-01,9601,9601,627.024,627.18,595,232043,,30,4,NA,-64.84167,-63.775,-64.82833,-63.84333,NA
PD96-01,9601,9601,626.028,626.173,597,232117,,18,3.9,NA,-64.82833,-63.84333,-64.82,-63.88833,NA
PD96-01,9601,9601,623.039,622.87,608,240900,,15,99.9,NA,-64.805,-64.06,-64.78,-64.0725,NA
PD96-01,9601,9601,627.031,626.536,628,241832,,37,3.6,NA,-64.81367,-63.876,-64.8475,-63.94667,NA
PD96-01,9601,9601,621.03,621.359,629,241916,,40,4,NA,-64.8475,-63.94667,-64.86167,-64.04933,NA
PD96-01,9601,9601,617.033,616.875,630,241953,,39,4.7,NA,-64.86083,-64.05333,-64.85333,-64.15167,NA
PD96-01,9601,9601,614.037,614.313,631,242033,,46,3.9,NA,-64.85333,-64.15167,-64.82167,-64.23833,NA
PD96-01,9601,9601,614.042,614.245,632,242121,,30,3.9,NA,-64.82167,-64.23833,-64.785,-64.25167,NA
PD96-01,9601,9601,617.046,617.06,633,242152,,8,3.8,NA,-64.785,-64.25167,-64.775,-64.24167,NA
PD96-01,9601,9601,615.045,615.018,646,250835,,21,5.3,NA,-64.7975,-64.25983,-64.82367,-64.24,NA
PD96-01,9601,9601,614.043,614.372,648,250857,,36,8.1,NA,-64.825,-64.241,-64.87033,-64.4065,NA
PD96-01,9601,9601,605.045,604.554,650,250934,,25,4.7,NA,-64.87283,-64.41533,-64.8585,-64.49167,NA
PD96-01,9601,9601,603.049,602.878,651,251004,,28,9,NA,-64.85833,-64.50667,-64.86333,-64.665,NA
PD96-01,9601,9601,598.055,597.743,653,251039,,41,5.1,NA,-64.86,-64.66833,-64.93167,-64.61667,NA
PD96-01,9601,9601,593.048,593.31,654,251125,,47,8,NA,-64.93333,-64.615,-64.97833,-64.79333,NA
PD96-01,9601,9601,584.05,584.158,657,251216,,30,4,NA,-64.98,-64.78167,-64.945,-64.84717,NA
PD96-01,9601,9601,585.055,585.106,659,251249,,40,4.8,NA,-64.945,-64.84717,-64.8975,-64.89433,NA
PD96-01,9601,9601,585.055,585.034,660,251332,,34,4.4,NA,-64.89717,-64.89433,-64.92533,-65.09067,NA
PD96-01,9601,9601,579.065,579.033,661,251412,,40,5,NA,-64.92667,-65.085,-64.98333,-65.01583,NA
PD96-01,9601,9601,576.058,576.456,663,251500,,38,5.5,NA,-64.98333,-65.01583,-65.03333,-64.94667,NA
PD96-01,9601,9601,574.051,574.137,665,251538,,34,9,NA,-65.03833,-64.945,-65.085,-65.135,NA
PD96-01,9601,9601,564.055,564.353,666,251615,,30,5,NA,-65.085,-65.135,-65.04633,-65.18967,NA
PD96-01,9601,9601,566.06,565.855,667,251650,,30,5,NA,-65.04517,-65.19067,-65.00683,-65.23867,NA
PD96-01,9601,9601,568.064,567.54,669,251715,,37,5,NA,-65.00683,-65.23867,-64.95783,-65.297,NA
PD96-01,9601,9601,400.2,400.19,680,261133,,29,8.6,NA,-65.24667,-69.74,-65.30333,-69.65167,NA
PD96-01,9601,9601,400.19,400.18,683,261203,,32,9.2,NA,-65.30333,-69.65167,-65.36167,-69.515,NA
PD96-01,9601,9601,400.18,400.17,691,261822,,23,9.1,NA,-65.395,-69.47667,-65.44058,-69.35775,NA
PD96-01,9601,9601,400.17,400.16,693,231849,,32,9.2,NA,-65.44185,-69.35457,-65.496,-69.20467,NA
PD96-01,9601,9601,400.16,400.15,700,262204,,28,9.1,NA,-65.52083,-69.20767,-65.56633,-69.061,NA
PD96-01,9601,9601,400.15,400.14,702,262235,,30,9.6,NA,-65.57033,-69.04933,-65.62067,-68.90283,NA
PD96-01,9601,9601,400.14,400.13,710,270146,,16,9.6,NA,-65.66483,-68.8385,-65.6915,-68.75717,NA
PD96-01,9601,9601,400.13,400.12,711,270205,,15,9.1,NA,-65.69433,-68.7505,-65.72267,-68.6745,NA
PD96-01,9601,9601,400.1,400.09,725,270902,,34,9.2,NA,-65.87833,-68.28333,-65.94,-68.12667,NA
PD96-01,9601,9601,400.09,400.08,727,270937,,25,9.2,NA,-65.94,-68.12667,-65.98833,-68.00333,NA
PD96-01,9601,9601,400.08,400.07,735,271257,,35,8.9,NA,-66.00333,-67.97167,-66.065,-67.81333,NA
PD96-01,9601,9601,400.07,400.06,736,271334,,33,8.9,NA,-66.065,-67.81333,-66.12667,-67.65833,NA
PD96-01,9601,9601,400.06,400.05,745,271702,,29,8.3,NA,-66.16967,-67.6755,-66.193,-67.49517,NA
PD96-01,9601,9601,400.05,400.04,747,271737,,33,8.4,NA,-66.19433,-67.49017,-66.24933,-67.34467,NA
PD96-01,9601,9601,400.06,300.04,758,280027,,30,9.9,NA,-66.20667,-67.7835,-66.279,-67.9105,NA
PD96-01,9601,9601,400.06,300.04,759,280059,,31,9.2,NA,-66.279,-67.9105,-66.35105,-68.04017,NA
PD96-01,9601,9601,400.06,300.04,760,280130,,31,9.2,NA,-66.35105,-68.04017,-66.42122,-68.14483,NA
PD96-01,9601,9601,400.06,300.04,761,280203,,33,9.9,NA,-66.42535,-68.15158,-66.50127,-68.27203,NA
PD96-01,9601,9601,400.06,300.04,762,280237,,28,10.1,NA,-66.505,-68.28137,-63.559,-68.39133,NA
PD96-01,9601,9601,400.06,300.04,762,280237,,28,10.1,NA,-66.505,-68.28137,-63.559,-68.39133,NA
PD96-01,9601,9601,300.04,300.05,771,281055,,40,7.5,NA,-66.89667,-68.92,-66.82667,-69.08167,NA
PD96-01,9601,9601,300.05,300.06,772,281135,,31,7.5,NA,-66.82667,-69.08167,-66.77667,-69.215,NA
PD96-01,9601,9601,300.07,300.08,783,281602,,27,9.1,NA,-66.685,-69.44,-66.63667,-69.55,NA
PD96-01,9601,9601,300.08,300.09,790,281909,,46,8.2,NA,-66.64102,-69.5192,-66.56773,-69.71867,NA
PD96-01,9601,9601,300.09,300.1,792,281957,,37,8.6,NA,-66.56508,-69.72533,-66.50723,-69.86397,NA
PD96-01,9601,9601,300.1,300.11,799,282313,,24,8.7,NA,-66.4609,Bad Minutes: 6592.21,-66.43565,-69.99678,NA
PD96-01,9601,9601,300.11,300.12,801,282338,,35,9.1,NA,-66.43383,-70.00473,-66.3777,-70.17948,NA
PD96-01,9601,9601,300.14,300.15,821,290915,,32,9.8,NA,-66.24333,-70.49167,-66.185,-70.63833,NA
PD96-01,9601,9601,300.15,300.16,822,290949,,26,8.9,NA,-66.185,-70.63833,-66.135,-70.75167,NA
PD96-01,9601,9601,300.16,300.17,830,291326,,33,8.9,NA,-66.11333,-70.78167,-66.05,-70.92667,NA
PD96-01,9601,9601,300.17,300.18,831,291402,,29,8.3,NA,-66.05,-70.92833,-65.99333,-71.06167,NA
PD96-01,9601,9601,300.18,300.19,839,291757,,46,8.7,NA,-66.00017,-71.05167,-65.9115,-71.24433,NA
PD96-01,9601,9601,300.19,300.2,841,291840,,31,9.7,NA,-65.9115,-71.24433,-65.84592,-71.3711,NA
PD96-01,9601,9601,300.2,200.2,851,300141,,16,9.9,NA,-65.86567,-71.33527,-65.89427,-71.41548,NA
PD96-01,9601,9601,200.2,200.19,859,301252,,32,9.1,NA,-66.44167,-72.99667,-66.50667,-72.87,NA
PD96-01,9601,9601,200.19,200.18,860,301326,,32,9.1,NA,-66.50667,-72.86833,-66.57667,-72.74167,NA
PD96-01,9601,9601,200.18,200.17,868,301648,,18,9.4,NA,-66.6067,-72.6705,-66.64538,-72.5823,NA
PD96-01,9601,9601,200.17,200.16,870,301709,,35,9.2,NA,-66.6483,-72.57613,-66.7115,-72.4404,NA
PD96-01,9601,9601,200.16,200.15,877,302046,,15,10.2,NA,-66.7437,-72.29785,-66.78122,-72.28407,NA
PD96-01,9601,9601,200.15,200.14,879,302105,,30,8.9,NA,-66.78455,-72.27713,-66.84668,-72.14705,NA
PD96-01,9601,9601,200.14,200.13,886,310018,,15,9.3,NA,-66.88223,-72.05462,-66.9142,-71.98648,NA
PD96-01,9601,9601,200.14,200.13,886,310018,,15,9.3,NA,-66.88223,-72.05462,-66.9142,-71.98648,NA
PD96-01,9601,9601,200.13,200.12,888,310035,,30,6.1,NA,-66.92032,-71.97208,-66.97628,-71.84852,NA
PD96-01,9601,9601,200.1,200.09,902,310843,,31,9.1,NA,-67.12833,-71.51667,-67.185,-71.37833,NA
PD96-01,9601,9601,200.09,200.08,903,310915,,26,9.4,NA,-67.185,-71.37667,-67.235,-71.26,NA
PD96-01,9601,9601,200.08,200.07,911,311220,,31,9.1,NA,-67.26,-71.21833,-67.32,-71.06667,NA
PD96-01,9601,9601,200.07,200.06,912,311254,,27,9.4,NA,-67.32,-71.065,-67.36833,-70.94333,NA
PD96-01,9601,9601,200.06,200.05,920,311601,,40,9.1,NA,-67.37143,-70.93675,-67.44683,-70.74677,NA
PD96-01,9601,9601,200.05,200.04,922,311643,,33,9.1,NA,-67.44548,-70.74502,-67.44548,-70.74502,NA
PD96-01,9601,9601,200.04,200.03,929,311940,,51,9.1,NA,-67.47667,-70.61747,-67.57535,-70.40782,NA
PD96-01,9601,9601,200.03,200.02,931,312032,,30,9.1,NA,-67.57752,-70.40357,-67.63602,-70.28148,NA
PD96-01,9601,9602,MB,212.77,976,341741,,32,6,NA,-68.24257,-68.28305,-68.21537,-68.20252,NA
PD96-01,9601,9602,MB,217.851,977,341816,,29,10,NA,-68.21247,-68.19268,-68.13515,-68.13147,NA
PD96-01,9601,9602,MB,245.699,1007,352242,,30,9.1,NA,-67.96133,-67.92883,-67.89712,-68.05855,NA
PD96-01,9601,9602,MB,247.038,1008,352314,,30,9.4,NA,-67.89347,-68.06658,-67.83347,-68.1867,NA
PD96-01,9601,9602,MB,248.306,1009,352348,,30,9.2,NA,-67.82905,-68.19772,-67.76678,-68.33372,NA
PD96-01,9601,9602,MB,248.848,1010,360022,,35,9.8,NA,-67.76462,-68.34622,-67.80917,-68.59733,NA
PD96-01,9601,9602,MB,237.442,1011,350059,,32,10.4,NA,-67.8095,-68.60917,-67.8355,-68.84683,NA
PD96-01,9601,9602,400.015,420.015,1030,381235,,30,9.3,NA,-66.38667,-66.81,-66.325,-66.71667,NA
PD96-01,9601,9602,400.015,420.015,1031,381307,,19,10.2,NA,-66.32333,-66.715,-66.28,-66.64,NA
PD96-01,9601,9602,420.015,440.05,1040,81834,0381834,23,9.1,NA,-66.19283,-66.42233,-66.14617,-66.33567,NA
PD96-01,9601,9602,440.016,439.781,1041,381859,,30,9.2,NA,-66.14433,-66.338,-66.06883,-66.40933,NA
PD96-01,9601,9602,440.05,HUGO,1042,381932,,30,9.4,NA,-66.06633,-66.41117,-65.99833,-66.49617,NA
PD96-01,9601,9602,447.033,446.656,1043,382004,,30,7.4,NA,-66.99683,-66.50483,-66.9665,-66.67783,NA
PD96-01,9601,9602,625.033,624.526,1064,391904,,20,5,NA,-64.81,-63.945,-64.81833,-64.01167,NA
PD96-01,9601,9602,622.035,621.77,1066,391925,,16,5.2,NA,-64.81833,-64.01167,-64.80667,-64.06833,NA
PD96-01,9601,9602,621.037,620.9,1068,391943,,15,4.7,NA,-64.80667,-64.07,-64.80167,-64.115,NA
PD96-01,9601,9602,620.04,619.847,1070,392000,,13,4.5,NA,-64.80167,-64.11667,-64.79167,-64.14667,NA
PD96-01,9601,9602,620.041,620.033,1072,392015,,13,4.5,NA,-64.79167,-64.14667,-64.775,-64.15667,NA
PD96-01,9601,9602,621.043,621.244,1074,392029,,14,4.5,NA,-64.775,-64.15667,-64.75667,-64.14833,NA
PD96-01,9601,9602,623.044,622.579,1078,392157,,12,4.5,NA,-64.7575,-64.1485,-64.77592,-64.1509,NA
PD96-01,9601,9602,621.043,620.857,1079,392209,,13,4.5,NA,-64.77592,-64.1509,-64.79208,-64.12428,NA
PD96-01,9601,9602,620.041,619.908,1080,392222,,17,3,NA,-64.79208,-64.14095,-64.80283,-64.11,NA
PD96-01,9601,9602,620.039,619.981,1081,392240,,20,3,NA,-64.80283,-64.11,-64.80873,-64.06497,NA
PD96-01,9601,9602,621.037,620.962,1082,392300,,27,3,NA,-64.80873,-64.06497,-64.81733,-64.00783,NA
PD96-01,9601,9602,622.035,621.978,1083,392327,,27,3,NA,-64.81733,-64.00783,-64.80912,-63.952,NA
PD96-01,9601,9602,624.034,624.233,1109,411552,,20,4.1,NA,-64.805,-63.96833,-64.81667,-64.00833,NA
PD96-01,9601,9602,622.035,621.978,1111,411613,,22,5.2,NA,-64.81667,-64.00833,-64.80667,-64.07,NA
PD96-01,9601,9602,621.038,620.829,1113,411637,,18,5.2,NA,-64.80667,-64.07167,-64.8,-64.12167,NA
PD96-01,9601,9602,620.04,619.859,1115,411656,,13,4.3,NA,-64.8,-64.12167,-64.78833,-64.15,NA
PD96-01,9601,9602,620.042,619.995,1117,411710,,15,2.5,NA,-64.78833,-64.15,-64.77333,-64.15333,NA
PD96-01,9601,9602,621.043,621.246,1119,411727,,14,4,NA,-64.77167,-64.15333,-64.755,-64.15,NA
PD96-01,9601,9602,623.044,622.601,1121,411747,,24,4.7,NA,-64.75667,-64.15,-64.7825,-64.15433,NA
PD96-01,9601,9602,620.042,620.321,1123,411814,,9,4,NA,-64.78383,-64.15283,-64.79233,-64.13917,NA
PD96-01,9601,9602,620.041,619.949,1124,411823,,13,4.1,NA,-64.79333,-64.1375,-64.803,-64.11233,NA
PD96-01,9601,9602,620.039,620.043,1125,411837,,18,4.3,NA,-64.80367,-64.10817,-64.8115,-64.06383,NA
PD97-01,9701,9701,620.037,620.071,110,120033,,35,10.3,NA,-64.81785,-64.03643,-64.8639,-64.18287,NA
PD97-01,9701,9701,612.038,611.982,111,120112,,36,9.6,NA,-64.86667,-64.19497,-64.921,-64.41137,NA
PD97-01,9701,9701,593.136,593.211,112,120715,,30,5,NA,-64.40085,-65.99367,-65.43608,-66.06105,NA
PD97-01,9701,9701,506.06,506.192,113,120748,,30,5,NA,-65.43687,-66.06245,-65.46683,-66.12102,NA
PD97-01,9701,9701,500.06,500.07,120,121328,,32,9.3,NA,-65.48,-66.16083,-65.42563,-66.29337,NA
PD97-01,9701,9701,500.07,500.08,122,121404,,38,9.3,NA,-65.42125,-66.30192,-65.35582,-66.46238,NA
PD97-01,9701,9701,500.08,500.09,130,121835,,40,6.4,NA,-65.37482,-66.50045,-65.29058,-66.62803,NA
PD97-01,9701,9701,500.098,500.1,132,192037,,32,9,NA,-65.28683,-66.63303,-65.23277,-66.77175,NA
PD97-01,9701,9701,500.1,500.11,138,131154,,40,8.7,NA,-65.26617,-66.84532,-65.16957,-66.93432,NA
PD97-01,9701,9701,500.1,500.11,138,131154,,40,8.7,NA,-65.26617,-66.84532,-65.16957,-66.93432,NA
PD97-01,9701,9701,500.11,500.12,140,130058,,30,7.7,NA,-65.16405,-66.94738,-65.10945,-67.08727,NA
PD97-01,9701,9701,500.16,500.17,160,131350,,49,8.4,NA,-64.88317,-67.67522,-64.79713,-67.84358,NA
PD97-01,9701,9701,500.17,500.18,162,131443,,33,8.4,NA,-64.79495,-67.84075,-64.73392,-67.99488,NA
PD97-01,9701,9701,500.18,500.19,169,131904,,34,8.9,NA,-64.76223,-68.01233,-64.68643,-68.12473,NA
PD97-01,9701,9701,500.19,500.2,171,131941,,34,8.9,NA,-64.68425,-68.12713,-64.62212,-68.26092,NA
PD97-01,9701,9701,500.2,500.21,180,140220,,30,6.8,NA,-64.63158,-68.3212,-64.5464,-68.4412,NA
PD97-01,9701,9701,560.237,560.435,189,142255,,32,9,NA,-63.9911,-67.9599,-64.03857,-68.14722,NA
PD97-01,9701,9701,550.24,550.22,191,142332,,35,4.7,NA,-64.04077,-68.14917,-64.08692,-68.05553,NA
PD97-01,9701,9701,550.24,550.22,196,150040,,40,4,NA,-64.10042,-68.02233,-64.1364,-67.92635,NA
PD97-01,9701,9701,550.24,550.22,197,150125,,32,4,NA,-64.13712,-67.925,-64.16988,-67.85017,NA
PD97-01,9701,9701,550.18,550.16,213,150714,,31,4.3,NA,-64.43752,-67.21833,-64.46778,-67.11873,NA
PD97-01,9701,9701,550.18,550.16,216,150758,,35,4.8,NA,-64.48017,-67.09367,-64.51765,-67.00638,NA
PD97-01,9701,9701,550.18,550.16,217,150837,,26,4.7,NA,-64.51958,-67.00263,-64.5489,-66.94183,NA
PD97-01,9701,9701,550.16,550.14,221,150907,,30,4.9,NA,-64.55378,-66.93795,-64.58057,-66.86208,NA
PD97-01,9701,9701,550.16,550.14,222,150940,,16,5.8,NA,-64.58217,-66.85917,-64.60055,-66.81487,NA
PD97-01,9701,9701,550.16,550.14,225,151006,,30,4.8,NA,-64.60817,-66.79633,-64.63972,-66.70333,NA
PD97-01,9701,9701,550.16,550.14,226,151039,,24,4.8,NA,-64.641,-66.71683,-64.66083,-66.66533,NA
PD97-01,9701,9701,550.16,550.14,230,151136,,35,4.6,NA,-64.6953,-66.58107,-64.7294,-66.49868,NA
PD97-01,9701,9701,550.14,550.12,233,151216,,32,4.3,NA,-64.73083,-66.49683,-64.7618,-66.4201,NA
PD97-01,9701,9701,550.14,550.12,234,121252,,32,4.2,NA,-64.76353,-66.41597,-64.79322,-66.33733,NA
PD97-01,9701,9701,550.12,550.1,239,151333,,30,4.3,NA,-64.73167,-66.17433,-64.82663,-66.25508,NA
PD97-01,9701,9701,550.12,550.1,244,151456,,30,4.1,NA,-64.87007,-66.14567,-64.90348,-66.06527,NA
PD97-01,9701,9701,550.12,250.1,244,151456,,30,4.1,NA,-64.87007,-66.14567,-64.90348,-66.06527,NA
PD97-01,9701,9701,550.1,550.08,249,151603,,30,4.3,NA,-64.92922,-65.98675,-64.95768,-65.90485,NA
PD97-01,9701,9701,550.1,550.08,251,151638,,31,4.1,NA,-64.99173,-65.9024,-64.98978,-65.98818,NA
PD97-01,9701,9701,550.1,550.08,254,151718,,36,4.1,NA,-64.99187,-65.8192,-65.02952,-65.737,NA
