studyName,"Cruise Name","Year / Month",Station,"Event Number","Depth (m)","Latitude (º)","Longitude (º)","Day / Time","Sea State","Salinity (PSU)","Fluorometry (mg/m³)","Wind Speed","Wind Direction",Habitat,"Ice Cover","Ice Type","Ice Color","Count Minute (min)",Species,Number,Linkages,Behavior,Direction,Notes
PD93-01,9301,9301,580.040,456,0,6504.010,6440.920,221230,2,0,0,0,0,0,0,0,0,00,WISP,1,0,2,NULL,"360 COUNT"
PD93-01,9301,9301,580.040,456,0,6504.010,6440.920,221230,2,0,0,0,0,0,0,0,0,00,SPSK,2,0,1,NULL,NULL
PD93-01,9301,9301,580.040,456,0,6504.010,6440.920,221230,2,0,0,0,0,0,0,0,0,15,BBAL,1,0,1,NULL,"BOPS, 300M"
PD93-01,9301,9301,580.040,456,0,6504.010,6440.920,221230,2,0,0,0,0,0,0,0,0,15,WISP,2,0,1,NULL,NULL
PD93-01,9301,9301,580.040,456,0,6504.010,6440.920,221230,2,0,0,0,0,0,0,0,0,15,SPSK,1,0,2,NULL,NULL
PD93-01,9301,9301,580.040,456,0,6504.010,6440.920,221230,2,0,0,0,0,0,0,0,0,15,GIPE,1,0,1,NULL,NULL
PD93-01,9301,9301,580.040,456,0,6504.010,6440.920,221230,2,0,0,0,0,0,0,0,0,15,SPSK,2,0,2,NULL,NULL
PD93-01,9301,9301,580.040,456,0,6504.010,6440.920,221230,2,0,0,0,0,0,0,0,0,15,WISP,1,0,1,NULL,NULL
PD93-01,9301,9301,580.040,456,0,6504.010,6440.920,221230,2,0,0,0,0,0,0,0,0,15,WISP,1,0,2,NULL,NULL
PD93-01,9301,9301,580.040,456,0,6504.010,6440.920,221230,2,0,0,0,0,0,0,0,0,15,GIPE,1,0,0,NULL,NULL
PD93-01,9301,9301,580.040,456,0,6504.010,6440.920,221230,2,0,0,0,0,0,0,0,0,15,SPSK,1,0,2,NULL,NULL
PD93-01,9301,9301,580.040,456,0,6504.010,6440.920,221230,2,0,0,0,0,0,0,0,0,15,BBAL,1,0,1,NULL,NULL
PD93-01,9301,9301,580.040,456,0,6504.010,6440.920,221230,2,0,0,0,0,0,0,0,0,15,WISP,1,0,0,NULL,NULL
PD93-01,9301,9301,580.040,456,0,6504.010,6440.920,221230,2,0,0,0,0,0,0,0,0,15,SPSK,1,0,1,NULL,NULL
PD93-01,9301,9301,580.060,470,0,6456.530,6500.450,221721,2,0,0,0,0,0,0,0,0,00,SPSK,1,0,1,NULL,"360, 300M"
PD93-01,9301,9301,580.060,470,0,6456.530,6500.450,221721,2,0,0,0,0,0,0,0,0,00,BBAL,1,0,1,NULL,NULL
PD93-01,9301,9301,580.060,470,0,6456.530,6500.450,221721,2,0,0,0,0,0,0,0,0,15,BBAL,1,0,2,NULL,"BOPS, 300M"
PD93-01,9301,9301,580.060,470,0,6456.530,6500.450,221721,2,0,0,0,0,0,0,0,0,15,BBAL,1,0,1,NULL,NULL
PD93-01,9301,9301,580.060,470,0,6456.530,6500.450,221721,2,0,0,0,0,0,0,0,0,15,BBAL,1,0,1,NULL,NULL
PD93-01,9301,9301,580.060,470,0,6456.530,6500.450,221721,2,0,0,0,0,0,0,0,0,15,SPSK,1,0,6,NULL,NULL
PD93-01,9301,9301,580.060,470,0,6456.530,6500.450,221721,2,0,0,0,0,0,0,0,0,15,WISP,1,0,2,NULL,NULL
PD93-01,9301,9301,580.060,470,0,6456.530,6500.450,221721,2,0,0,0,0,0,0,0,0,15,WISP,1,0,1,NULL,NULL
PD93-01,9301,9301,580.060,470,0,6456.530,6500.450,221721,2,0,0,0,0,0,0,0,0,15,WISP,1,0,1,NULL,NULL
PD93-01,9301,9301,580.060,470,0,6456.530,6500.450,221721,2,0,0,0,0,0,0,0,0,15,BBAL,1,0,1,NULL,NULL
PD93-01,9301,9301,590.070,489,0,6449.290,6501.020,222313,3,0,0,0,0,0,0,0,0,00,FUSE,1,0,3,NULL,"360 COUNT"
PD93-01,9301,9301,590.070,489,0,6449.290,6501.020,222313,3,0,0,0,0,0,0,0,0,00,WISP,2,0,2,NULL,NULL
PD93-01,9301,9301,590.070,489,0,6449.290,6501.020,222313,3,0,0,0,0,0,0,0,0,15,CAPE,1,0,0,NULL,"BOPS, 516M"
PD93-01,9301,9301,590.070,489,0,6449.290,6501.020,222313,3,0,0,0,0,0,0,0,0,15,WISP,2,0,2,NULL,NULL
PD93-01,9301,9301,590.070,489,0,6449.290,6501.020,222313,3,0,0,0,0,0,0,0,0,15,SPSK,1,0,1,NULL,NULL
PD93-01,9301,9301,590.070,489,0,6449.290,6501.020,222313,3,0,0,0,0,0,0,0,0,15,WISP,1,0,1,NULL,NULL
PD93-01,9301,9301,590.050,508,0,6458.810,6440.930,230644,2,0,0,0,0,0,0,0,0,00,KEGU,1,0,0,NULL,"360 COUNT"
PD93-01,9301,9301,590.050,508,0,6458.810,6440.930,230644,2,0,0,0,0,0,0,0,0,00,BBAL,1,0,1,NULL,NULL
PD93-01,9301,9301,590.050,508,0,6458.810,6440.930,230644,2,0,0,0,0,0,0,0,0,00,WISP,1,0,1,NULL,NULL
PD93-01,9301,9301,595.030,517,0,6501.740,6418.990,230933,1,0,0,0,0,0,0,0,0,00,GEPE,5,0,6,NULL,"360 COUNT"
PD93-01,9301,9301,595.030,517,0,6501.740,6418.990,230933,1,0,0,0,0,0,0,0,0,00,WISP,2,0,2,NULL,NULL
PD93-01,9301,9301,595.030,517,0,6501.740,6418.990,230933,1,0,0,0,0,0,0,0,0,00,GEPE,4,0,5,NULL,NULL
PD93-01,9301,9301,595.030,517,0,6501.740,6418.990,230933,1,0,0,0,0,0,0,0,0,00,SPSK,1,0,2,NULL,NULL
PD93-01,9301,9301,595.030,517,0,6501.740,6418.990,230933,1,0,0,0,0,0,0,0,0,15,WISP,1,0,2,NULL,NULL
PD93-01,9301,9301,595.030,517,0,6501.740,6418.990,230933,1,0,0,0,0,0,0,0,0,15,WISP,1,0,2,NULL,NULL
PD93-01,9301,9301,595.030,517,0,6501.740,6418.990,230933,1,0,0,0,0,0,0,0,0,15,GEPE,13,0,5,NULL,"TWRDS LAND"
PD93-01,9301,9301,595.030,517,0,6501.740,6418.990,230933,1,0,0,0,0,0,0,0,0,15,SPSK,2,0,1,NULL,NULL
PD93-01,9301,9301,595.030,517,0,6501.740,6418.990,230933,1,0,0,0,0,0,0,0,0,15,CHPE,6,0,5,NULL,"TO SEA"
PD93-01,9301,9301,600.040,527,0,6456.040,6423.920,231300,0,0,0,0,0,0,0,0,0,00,NONE,0,0,0,NULL,"360, 300M"
PD93-01,9301,9301,600.040,527,0,6456.040,6423.920,231300,0,0,0,0,0,0,0,0,0,15,SPSK,1,0,3,NULL,"LNDS WATER"
PD93-01,9301,9301,600.040,527,0,6456.040,6423.920,231300,0,0,0,0,0,0,0,0,0,15,WISP,1,0,2,NULL,NULL
PD93-01,9301,9301,600.040,527,0,6456.040,6423.920,231300,0,0,0,0,0,0,0,0,0,15,SPSK,1,0,0,NULL,"CIR SHIP"
PD93-01,9301,9301,600.040,527,0,6456.040,6423.920,231300,0,0,0,0,0,0,0,0,0,15,WISP,1,0,2,NULL,NULL
PD93-01,9301,9301,600.040,527,0,6456.040,6423.920,231300,0,0,0,0,0,0,0,0,0,15,GIPE,1,0,1,NULL,NULL
PD93-01,9301,9301,600.040,527,0,6456.040,6423.920,231300,0,0,0,0,0,0,0,0,0,15,SPSK,2,0,6,NULL,"FOOD CHASE"
PD93-01,9301,9301,600.040,527,0,6456.040,6423.920,231300,0,0,0,0,0,0,0,0,0,15,WISP,1,0,2,NULL,NULL
PD93-01,9301,9301,600.060,541,0,6448.810,6443.130,231745,1,0,0,0,0,0,0,0,0,00,WISP,1,0,2,NULL,"360 COUNT"
PD93-01,9301,9301,600.060,541,0,6448.810,6443.130,231745,1,0,0,0,0,0,0,0,0,15,WISP,1,0,1,NULL,"BOPS, 175M"
PD93-01,9301,9301,600.060,541,0,6448.810,6443.130,231745,1,0,0,0,0,0,0,0,0,15,BBAL,1,0,1,NULL,NULL
PD93-01,9301,9301,600.060,541,0,6448.810,6443.130,231745,1,0,0,0,0,0,0,0,0,15,CHPE,3,0,5,NULL,NULL
PD93-01,9301,9301,600.060,541,0,6448.810,6443.130,231745,1,0,0,0,0,0,0,0,0,15,SPSK,1,0,1,NULL,NULL
PD93-01,9301,9301,600.060,541,0,6448.810,6443.130,231745,1,0,0,0,0,0,0,0,0,15,WISP,2,0,2,NULL,NULL
PD93-01,9301,9301,600.080,556,0,6441.790,6501.910,232157,1,0,0,0,0,0,0,0,0,00,NONE,0,0,0,NULL,"360 COUNT"
PD93-01,9301,9301,600.080,556,0,6441.790,6501.910,232157,1,0,0,0,0,0,0,0,0,00,NONE,0,0,0,NULL,"360, 495M"
PD93-01,9301,9301,600.080,556,0,6441.790,6501.910,232157,1,0,0,0,0,0,0,0,0,15,GIPE,1,0,2,NULL,"BOPS IN"
PD93-01,9301,9301,600.080,556,0,6441.790,6501.910,232157,1,0,0,0,0,0,0,0,0,15,GIPE,1,0,0,NULL,NULL
PD93-01,9301,9301,600.080,556,0,6441.790,6501.910,232157,1,0,0,0,0,0,0,0,0,15,SPSK,2,0,1,NULL,NULL
PD93-01,9301,9301,600.080,556,0,6441.790,6501.910,232157,1,0,0,0,0,0,0,0,0,15,WISP,1,0,2,NULL,NULL
PD93-01,9301,9301,600.080,556,0,6441.790,6501.910,232157,1,0,0,0,0,0,0,0,0,15,SPSK,1,0,1,NULL,NULL
PD93-01,9301,9301,610.090,564,0,6434.250,6502.860,240114,1,0,0,0,0,0,0,0,0,00,WISP,1,0,2,NULL,"360 COUNT"
PD93-01,9301,9301,610.090,564,0,6434.250,6502.860,240114,1,0,0,0,0,0,0,0,0,00,BBSP,1,0,2,NULL,NULL
PD93-01,9301,9301,610.090,564,0,6434.250,6502.860,240114,1,0,0,0,0,0,0,0,0,00,SOFU,1,0,0,NULL,NULL
PD93-01,9301,9301,610.090,564,0,6434.250,6502.860,240114,1,0,0,0,0,0,0,0,0,15,BBAL,1,0,0,NULL,"BOPS, 550M"
PD93-01,9301,9301,610.070,579,0,6441.300,6444.150,240908,3,0,0,0,0,0,0,0,0,00,BBAL,5,0,1,NULL,"360, 300M"
PD93-01,9301,9301,610.070,579,0,6441.300,6444.150,240908,3,0,0,0,0,0,0,0,0,00,CAPE,4,0,0,NULL,NULL
PD93-01,9301,9301,610.070,579,0,6441.300,6444.150,240908,3,0,0,0,0,0,0,0,0,00,SPSK,1,0,1,NULL,NULL
PD93-01,9301,9301,610.070,579,0,6441.300,6444.150,240908,3,0,0,0,0,0,0,0,0,00,SOFU,1,0,0,NULL,NULL
PD93-01,9301,9301,610.070,579,0,6441.300,6444.150,240908,3,0,0,0,0,0,0,0,0,15,GIPE,1,0,1,NULL,"BOPS, 355"
PD93-01,9301,9301,610.070,579,0,6441.300,6444.150,240908,3,0,0,0,0,0,0,0,0,15,BBAL,2,0,1,NULL,NULL
PD93-01,9301,9301,610.070,579,0,6441.300,6444.150,240908,3,0,0,0,0,0,0,0,0,15,SPSK,1,0,2,NULL,NULL
PD93-01,9301,9301,610.070,579,0,6441.300,6444.150,240908,3,0,0,0,0,0,0,0,0,15,GIPE,1,0,1,NULL,NULL
PD93-01,9301,9301,610.070,579,0,6441.300,6444.150,240908,3,0,0,0,0,0,0,0,0,15,BBAL,1,0,1,NULL,NULL
PD93-01,9301,9301,610.070,579,0,6441.300,6444.150,240908,3,0,0,0,0,0,0,0,0,15,BBAL,1,0,2,NULL,NULL
PD93-01,9301,9301,610.070,579,0,6441.300,6444.150,240908,3,0,0,0,0,0,0,0,0,15,BBAL,1,0,1,NULL,NULL
PD93-01,9301,9301,616.060,592,0,6442.340,6429.050,241309,3,0,0,0,0,0,0,0,0,00,GHAL,1,0,0,NULL,"360, 300 M"
PD93-01,9301,9301,616.060,592,0,6442.340,6429.050,241309,3,0,0,0,0,0,0,0,0,00,BBAL,2,0,0,NULL,NULL
PD93-01,9301,9301,616.060,592,0,6442.340,6429.050,241309,3,0,0,0,0,0,0,0,0,15,BBAL,1,0,2,NULL,"BOPS, 105"
PD93-01,9301,9301,616.060,592,0,6442.340,6429.050,241309,3,0,0,0,0,0,0,0,0,15,WISP,1,0,2,NULL,NULL
PD93-01,9301,9301,616.060,592,0,6442.340,6429.050,241309,3,0,0,0,0,0,0,0,0,15,BBAL,1,0,1,NULL,NULL
PD93-01,9301,9301,616.060,592,0,6442.340,6429.050,241309,3,0,0,0,0,0,0,0,0,15,WISP,1,0,2,NULL,NULL
PD93-01,9301,9301,616.060,592,0,6442.340,6429.050,241309,3,0,0,0,0,0,0,0,0,15,GIPE,1,0,1,NULL,NULL
PD93-01,9301,9301,616.060,592,0,6442.340,6429.050,241309,3,0,0,0,0,0,0,0,0,15,SPSK,1,0,1,NULL,NULL
PD93-01,9301,9301,616.060,592,0,6442.340,6429.050,241309,3,0,0,0,0,0,0,0,0,15,BBAL,1,0,1,NULL,NULL
PD93-01,9301,9301,616.060,592,0,6442.340,6429.050,241309,3,0,0,0,0,0,0,0,0,15,CAPE,1,0,2,NULL,NULL
PD93-01,9301,9301,616.060,592,0,6442.340,6429.050,241309,3,0,0,0,0,0,0,0,0,15,WISP,1,0,2,NULL,NULL
PD93-01,9301,9301,616.060,592,0,6442.340,6429.050,241309,3,0,0,0,0,0,0,0,0,15,SPSK,2,0,1,NULL,NULL
PD93-01,9301,9301,616.060,592,0,6442.340,6429.050,241309,3,0,0,0,0,0,0,0,0,15,WISP,1,0,1,NULL,NULL
PD93-01,9301,9301,617.050,601,0,6445.490,6418.320,241500,2,0,0,0,0,0,0,0,0,00,ADPE,6,0,5,NULL,"360, 300M"
PD93-01,9301,9301,617.050,601,0,6445.490,6418.320,241500,2,0,0,0,0,0,0,0,0,00,GEPE,1,0,3,NULL,NULL
PD93-01,9301,9301,617.050,601,0,6445.490,6418.320,241500,2,0,0,0,0,0,0,0,0,15,LESE,1,0,3,NULL,"BOPS, 220M"
PD93-01,9301,9301,617.050,601,0,6445.490,6418.320,241500,2,0,0,0,0,0,0,0,0,15,WISP,1,0,2,NULL,NULL
PD93-01,9301,9301,617.050,601,0,6445.490,6418.320,241500,2,0,0,0,0,0,0,0,0,15,CHPE,1,0,5,NULL,NULL
PD93-01,9301,9301,617.050,601,0,6445.490,6418.320,241500,2,0,0,0,0,0,0,0,0,15,CHPE,1,0,6,NULL,PEERING
PD93-01,9301,9301,617.050,601,0,6445.490,6418.320,241500,2,0,0,0,0,0,0,0,0,15,SPSK,2,0,1,NULL,NULL
PD93-01,9301,9301,617.050,601,0,6445.490,6418.320,241500,2,0,0,0,0,0,0,0,0,15,KEGU,1,0,1,NULL,NULL
PD93-01,9301,9301,620.040,607,0,6448.000,6407.420,241809,1,0,0,0,0,0,0,0,0,00,ADPE,350,0,6,NULL,360
PD93-01,9301,9301,620.040,607,0,6448.000,6407.420,241809,1,0,0,0,0,0,0,0,0,00,CHPE,22,0,4,NULL,BERG
PD93-01,9301,9301,620.040,607,0,6448.000,6407.420,241809,1,0,0,0,0,0,0,0,0,00,SPSK,6,0,6,NULL,NULL
PD93-01,9301,9301,620.040,607,0,6448.000,6407.420,241809,1,0,0,0,0,0,0,0,0,00,KEGU,18,0,4,NULL,NULL
PD93-01,9301,9301,620.040,607,0,6448.000,6407.420,241809,1,0,0,0,0,0,0,0,0,00,BESH,12,0,6,NULL,NULL
PD93-01,9301,9301,620.040,607,0,6448.000,6407.420,241809,1,0,0,0,0,0,0,0,0,00,HUWH,2,0,6,NULL,NULL
PD93-01,9301,9301,620.040,607,0,6448.000,6407.420,241809,1,0,0,0,0,0,0,0,0,15,ADPE,15,0,5,NULL,"BOPS, 100M"
PD93-01,9301,9301,620.040,607,0,6448.000,6407.420,241809,1,0,0,0,0,0,0,0,0,15,BESH,1,0,1,NULL,NULL
PD93-01,9301,9301,620.040,607,0,6448.000,6407.420,241809,1,0,0,0,0,0,0,0,0,15,WISP,1,0,1,NULL,NULL
PD93-01,9301,9301,620.040,607,0,6448.000,6407.420,241809,1,0,0,0,0,0,0,0,0,15,KEGU,1,0,1,NULL,NULL
PD93-01,9301,9301,620.040,607,0,6448.000,6407.420,241809,1,0,0,0,0,0,0,0,0,15,BESH,1,0,1,NULL,NULL
PD93-01,9301,9301,620.040,607,0,6448.000,6407.420,241809,1,0,0,0,0,0,0,0,0,15,WISP,1,0,1,NULL,NULL
PD93-01,9301,9301,620.040,607,0,6448.000,6407.420,241809,1,0,0,0,0,0,0,0,0,15,ADPE,3,0,5,NULL,NULL
PD93-01,9301,9301,620.030,617,0,6451.540,6357.320,250751,3,0,0,0,0,0,0,0,0,00,SPSK,3,0,1,NULL,"360, 300M"
PD93-01,9301,9301,620.030,617,0,6451.540,6357.320,250751,3,0,0,0,0,0,0,0,0,00,CAPE,1,0,0,NULL,NULL
PD93-01,9301,9301,620.030,617,0,6451.540,6357.320,250751,3,0,0,0,0,0,0,0,0,00,WISP,1,0,2,NULL,NULL
PD93-01,9301,9301,620.030,617,0,6451.540,6357.320,250751,3,0,0,0,0,0,0,0,0,15,BESH,3,0,1,NULL,"BOPS, 335M"
PD93-01,9301,9301,620.030,617,0,6451.540,6357.320,250751,3,0,0,0,0,0,0,0,0,15,SPSK,1,0,2,NULL,NULL
PD93-01,9301,9301,620.030,617,0,6451.540,6357.320,250751,3,0,0,0,0,0,0,0,0,15,WISP,1,0,2,NULL,NULL
PD93-01,9301,9301,620.030,617,0,6451.540,6357.320,250751,3,0,0,0,0,0,0,0,0,15,SPSK,2,0,1,NULL,NULL
PD93-01,9301,9301,620.030,617,0,6451.540,6357.320,250751,3,0,0,0,0,0,0,0,0,15,SPSK,1,0,6,NULL,"LNDS WATER"
PD93-01,9301,9301,620.030,617,0,6451.540,6357.320,250751,3,0,0,0,0,0,0,0,0,15,WISP,1,0,2,NULL,NULL
PD93-01,9301,9301,620.030,617,0,6451.540,6357.320,250751,3,0,0,0,0,0,0,0,0,15,SPSK,2,0,2,NULL,NULL
PD93-01,9301,9301,620.030,617,0,6451.540,6357.320,250751,3,0,0,0,0,0,0,0,0,15,KEGU,1,0,2,NULL,NULL
PD93-01,9301,9301,620.030,617,0,6451.540,6357.320,250751,3,0,0,0,0,0,0,0,0,15,SPSK,2,0,2,NULL,NULL
PD93-01,9301,9301,620.030,617,0,6451.540,6357.320,250751,3,0,0,0,0,0,0,0,0,15,BESH,7,0,1,NULL,NULL
PD93-01,9301,9301,620.030,617,0,6451.540,6357.320,250751,3,0,0,0,0,0,0,0,0,15,SPSK,1,0,6,NULL,"LNDS WATER"
PD93-01,9301,9301,620.030,617,0,6451.540,6357.320,250751,3,0,0,0,0,0,0,0,0,15,WISP,1,0,2,NULL,NULL
PD93-01,9301,9301,610.030,625,0,6455.660,6406.670,251010,3,0,0,0,0,0,0,0,0,00,FUSE,2,0,5,NULL,"360, 300M"
PD93-01,9301,9301,610.030,625,0,6455.660,6406.670,251010,3,0,0,0,0,0,0,0,0,00,WISP,3,0,2,NULL,NULL
PD93-01,9301,9301,610.030,625,0,6455.660,6406.670,251010,3,0,0,0,0,0,0,0,0,00,GEPE,2,0,3,NULL,NULL
PD93-01,9301,9301,610.030,625,0,6455.660,6406.670,251010,3,0,0,0,0,0,0,0,0,00,HUWH,2,0,6,NULL,NULL
PD93-01,9301,9301,610.030,625,0,6455.660,6406.670,251010,3,0,0,0,0,0,0,0,0,15,BBAL,1,0,2,NULL,"BOPS, 500M"
PD93-01,9301,9301,610.030,625,0,6455.660,6406.670,251010,3,0,0,0,0,0,0,0,0,15,SPSK,2,0,2,NULL,NULL
PD93-01,9301,9301,610.030,625,0,6455.660,6406.670,251010,3,0,0,0,0,0,0,0,0,15,SPSK,2,0,2,NULL,NULL
PD93-01,9301,9301,610.030,625,0,6455.660,6406.670,251010,3,0,0,0,0,0,0,0,0,15,SPSK,1,0,1,NULL,NULL
PD93-01,9301,9301,610.030,625,0,6455.660,6406.670,251010,3,0,0,0,0,0,0,0,0,15,GIPE,1,0,2,NULL,NULL
PD93-01,9301,9301,600.180,91,0,6405.310,6633.380,111925,0,0,0,0,0,0,0,0,0,99,CAPE,1,0,0,NULL,RAY
PD93-01,9301,9301,600.180,91,0,6405.310,6633.380,111925,0,0,0,0,0,0,0,0,0,99,SOFU,1,0,0,NULL,RAY
PD93-01,9301,9301,600.180,91,0,6405.310,6633.380,111925,0,0,0,0,0,0,0,0,0,99,GHAL,1,0,0,NULL,RAY
PD93-01,9301,9301,600.180,91,0,6405.310,6633.380,111925,0,0,0,0,0,0,0,0,0,99,GIPE,1,0,0,NULL,RAY
PD93-01,9301,9301,600.180,91,0,6405.310,6633.380,111925,0,0,0,0,0,0,0,0,0,99,CHPE,1,0,0,NULL,RAY
PD93-01,9301,9301,600.180,91,0,6405.310,6633.380,111925,0,0,0,0,0,0,0,0,0,99,BBAL,1,0,0,NULL,RAY
PD93-01,9301,9301,600.180,94,0,6405.250,6633.310,112130,0,0,0,0,0,0,0,0,0,99,CAPE,1,0,0,NULL,RAY
PD93-01,9301,9301,600.180,94,0,6405.250,6633.310,112130,0,0,0,0,0,0,0,0,0,99,WISP,1,0,0,NULL,RAY
PD93-01,9301,9301,600.180,94,0,6405.250,6633.310,112130,0,0,0,0,0,0,0,0,0,99,BBAL,1,0,0,NULL,RAY
PD93-01,9301,9301,600.180,94,0,6405.250,6633.310,112130,0,0,0,0,0,0,0,0,0,99,GIPE,1,0,0,NULL,RAY
PD93-01,9301,9301,600.180,97,0,6405.241,6633.574,112330,0,0,0,0,0,0,0,0,0,99,CAPE,1,0,0,NULL,RAY
PD93-01,9301,9301,600.180,97,0,6405.241,6633.574,112330,0,0,0,0,0,0,0,0,0,99,WISP,1,0,0,NULL,RAY
PD93-01,9301,9301,600.180,97,0,6405.241,6633.574,112330,0,0,0,0,0,0,0,0,0,99,BBAL,1,0,0,NULL,RAY
PD93-01,9301,9301,600.180,97,0,6405.241,6633.574,112330,0,0,0,0,0,0,0,0,0,99,GIPE,1,0,0,NULL,RAY
PD93-01,9301,9301,600.180,100,0,6403.280,6633.420,120128,0,0,0,0,0,0,0,0,0,99,BBAL,5,0,0,NULL,RAY
PD93-01,9301,9301,600.180,100,0,6403.280,6633.420,120128,0,0,0,0,0,0,0,0,0,99,GHAL,5,0,0,NULL,RAY
PD93-01,9301,9301,600.180,100,0,6403.280,6633.420,120128,0,0,0,0,0,0,0,0,0,99,CAPE,1,0,0,NULL,RAY
PD93-01,9301,9301,600.180,100,0,6403.280,6633.420,120128,0,0,0,0,0,0,0,0,0,99,WISP,1,0,0,NULL,RAY
PD93-01,9301,9301,600.180,104,0,6405.280,6633.420,120528,0,0,0,0,0,0,0,0,0,99,BBAL,1,0,0,NULL,RAY
PD93-01,9301,9301,600.180,104,0,6405.280,6633.420,120528,0,0,0,0,0,0,0,0,0,99,ANPR,1,0,0,NULL,RAY
PD93-01,9301,9301,600.180,104,0,6405.280,6633.420,120528,0,0,0,0,0,0,0,0,0,99,GIPE,1,0,0,NULL,RAY
PD93-01,9301,9301,600.180,104,0,6405.280,6633.420,120528,0,0,0,0,0,0,0,0,0,99,CAPE,1,0,0,NULL,RAY
PD93-01,9301,9301,600.180,107,0,6405.260,6633.450,120729,0,0,0,0,0,0,0,0,0,99,GIPE,3,0,0,NULL,RAY
PD93-01,9301,9301,600.180,107,0,6405.260,6633.450,120729,0,0,0,0,0,0,0,0,0,99,BBAL,13,0,0,NULL,RAY
PD93-01,9301,9301,600.180,107,0,6405.260,6633.450,120729,0,0,0,0,0,0,0,0,0,99,ANPR,1,0,0,NULL,RAY
PD93-01,9301,9301,600.180,107,0,6405.260,6633.450,120729,0,0,0,0,0,0,0,0,0,99,CAPE,15,0,0,NULL,RAY
PD93-01,9301,9301,600.180,107,0,6405.260,6633.450,120729,0,0,0,0,0,0,0,0,0,99,HUWH,1,0,0,NULL,RAY
PD93-01,9301,9301,600.180,107,0,6405.260,6633.450,120729,0,0,0,0,0,0,0,0,0,99,CHPE,4,0,0,NULL,RAY
PD93-01,9301,9301,600.180,107,0,6405.260,6633.450,120729,0,0,0,0,0,0,0,0,0,99,GHAL,1,0,0,NULL,RAY
PD93-01,9301,9301,600.180,110,0,6405.310,6633.230,120926,0,0,0,0,0,0,0,0,0,99,CAPE,30,0,0,NULL,RAY
PD93-01,9301,9301,600.180,110,0,6405.310,6633.230,120926,0,0,0,0,0,0,0,0,0,99,BBAL,7,0,0,NULL,RAY
PD93-01,9301,9301,600.180,110,0,6405.310,6633.230,120926,0,0,0,0,0,0,0,0,0,99,GIPE,3,0,0,NULL,RAY
PD93-01,9301,9301,600.180,110,0,6405.310,6633.230,120926,0,0,0,0,0,0,0,0,0,99,WISP,1,0,0,NULL,RAY
PD93-01,9301,9301,600.180,110,0,6405.310,6633.230,120926,0,0,0,0,0,0,0,0,0,99,ANPR,5,0,0,NULL,RAY
PD93-01,9301,9301,600.180,110,0,6405.310,6633.230,120926,0,0,0,0,0,0,0,0,0,99,SOFU,1,0,0,NULL,RAY
PD93-01,9301,9301,600.180,113,0,6405.240,6633.300,121126,0,0,0,0,0,0,0,0,0,99,CAPE,50,0,0,NULL,RAY
PD93-01,9301,9301,600.180,113,0,6405.240,6633.300,121126,0,0,0,0,0,0,0,0,0,99,GIPE,10,0,0,NULL,RAY
PD93-01,9301,9301,600.180,113,0,6405.240,6633.300,121126,0,0,0,0,0,0,0,0,0,99,BBAL,3,0,0,NULL,RAY
PD93-01,9301,9301,600.180,113,0,6405.240,6633.300,121126,0,0,0,0,0,0,0,0,0,99,WISP,3,0,0,NULL,RAY
PD93-01,9301,9301,600.180,113,0,6405.240,6633.300,121126,0,0,0,0,0,0,0,0,0,99,SOFU,1,0,0,NULL,RAY
PD93-01,9301,9301,600.180,113,0,6405.240,6633.300,121126,0,0,0,0,0,0,0,0,0,99,ANPR,1,0,0,NULL,RAY
PD93-01,9301,9301,600.180,113,0,6405.240,6633.300,121126,0,0,0,0,0,0,0,0,0,99,ANTE,1,0,0,NULL,RAY
PD93-01,9301,9301,600.180,116,0,6405.200,6633.480,121327,0,0,0,0,0,0,0,0,0,99,CAPE,30,0,0,NULL,RAY
PD93-01,9301,9301,600.180,116,0,6405.200,6633.480,121327,0,0,0,0,0,0,0,0,0,99,BBAL,6,0,0,NULL,RAY
PD93-01,9301,9301,600.180,116,0,6405.200,6633.480,121327,0,0,0,0,0,0,0,0,0,99,SOFU,1,0,0,NULL,RAY
PD93-01,9301,9301,600.180,116,0,6405.200,6633.480,121327,0,0,0,0,0,0,0,0,0,99,ANPR,1,0,0,NULL,RAY
PD93-01,9301,9301,600.180,116,0,6405.200,6633.480,121327,0,0,0,0,0,0,0,0,0,99,CHPE,1,0,0,NULL,RAY
PD93-01,9301,9301,600.180,116,0,6405.200,6633.480,121327,0,0,0,0,0,0,0,0,0,99,GIPE,10,0,0,NULL,RAY
PD93-01,9301,9301,600.180,117,0,6405.288,6633.560,121528,0,0,0,0,0,0,0,0,0,99,CAPE,1,0,0,NULL,RAY
PD93-01,9301,9301,600.180,117,0,6405.288,6633.560,121528,0,0,0,0,0,0,0,0,0,99,BBAL,1,0,0,NULL,RAY
PD93-01,9301,9301,600.180,117,0,6405.288,6633.560,121528,0,0,0,0,0,0,0,0,0,99,GHAL,1,0,0,NULL,RAY
PD93-01,9301,9301,600.180,117,0,6405.288,6633.560,121528,0,0,0,0,0,0,0,0,0,99,WISP,1,0,0,NULL,RAY
PD93-01,9301,9301,600.180,117,0,6405.288,6633.560,121528,0,0,0,0,0,0,0,0,0,99,WISP,1,0,0,NULL,"RAY  (2002 Season note:  Missing data for relevent event numbers between 117 - 235 / ~34 events)"
