studyName,"Event Number",Cruise,"Count Minute (min)",Species,Number,Linkages,Behavior,Direction,Notes
LMG08-01,209,0801,28,NULL,NULL,0,NULL,NULL,"Stern end"
LMG08-01,211,0801,3,NULL,NULL,0,NULL,NULL,"Stern Count"
LMG08-01,211,0801,4,WISP,3,0,1,30,NULL
LMG08-01,211,0801,7,WISP,1,0,6,NULL,NULL
LMG08-01,211,0801,8,WISP,1,0,1,310,NULL
LMG08-01,211,0801,8,WISP,1,0,1,30,NULL
LMG08-01,211,0801,9,WISP,1,0,1,40,NULL
LMG08-01,211,0801,10,WISP,1,0,1,310,NULL
LMG08-01,211,0801,11,WISP,1,0,1,40,NULL
LMG08-01,211,0801,12,WISP,1,0,1,45,NULL
LMG08-01,211,0801,15,WISP,1,0,1,50,NULL
LMG08-01,211,0801,16,WISP,1,0,1,70,NULL
LMG08-01,211,0801,17,WISP,1,0,1,310,NULL
LMG08-01,211,0801,18,WISP,1,0,1,310,NULL
LMG08-01,211,0801,21,WISP,1,0,1,40,NULL
LMG08-01,211,0801,22,WISP,1,0,1,50,NULL
LMG08-01,211,0801,24,WISP,1,0,1,60,NULL
LMG08-01,211,0801,27,NULL,NULL,0,NULL,NULL,"Stern end"
LMG08-01,211,0801,NULL,NULL,NULL,0,NULL,NULL,NULL
LMG08-01,219,0801,4,CHPE,3,0,3,NULL,"Stern Count"
LMG08-01,219,0801,5,SPSK,1,0,NULL,310,NULL
LMG08-01,219,0801,8,WISP,1,0,1,320,NULL
LMG08-01,219,0801,15,SPSK,1,0,1,40,NULL
LMG08-01,219,0801,29,NULL,NULL,0,NULL,NULL,"Stern end"
LMG08-01,221,0801,3,WISP,1,0,1,220,"Stern Count"
LMG08-01,221,0801,5,SPSK,1,0,1,310,NULL
LMG08-01,221,0801,7,WISP,1,0,1,250,NULL
LMG08-01,221,0801,13,BBAL,1,0,1,130,NULL
LMG08-01,221,0801,18,WISP,1,0,1,210,NULL
LMG08-01,221,0801,18,WISP,1,0,1,130,NULL
LMG08-01,221,0801,20,WISP,1,0,1,310,NULL
LMG08-01,221,0801,21,WISP,1,0,1,310,NULL
LMG08-01,221,0801,23,WISP,1,0,1,350,NULL
LMG08-01,221,0801,24,WISP,1,0,6,NULL,NULL
LMG08-01,221,0801,26,NULL,NULL,0,NULL,NULL,"Stern end"
LMG08-01,231,0801,2,NULL,NULL,0,NULL,NULL,"Stern Count"
LMG08-01,231,0801,6,WISP,1,0,1,90,NULL
LMG08-01,231,0801,9,WISP,1,0,1,50,NULL
LMG08-01,231,0801,22,BRSK,1,0,1,30,NULL
LMG08-01,231,0801,28,WISP,1,0,1,220,NULL
LMG08-01,231,0801,31,NULL,NULL,0,NULL,NULL,S.c.end
LMG08-01,233,0801,1,NULL,NULL,0,NULL,NULL,"Stern Count"
LMG08-01,233,0801,14,WISP,1,0,1,230,NULL
LMG08-01,233,0801,21,WISP,1,0,1,220,NULL
LMG08-01,233,0801,26,NULL,NULL,0,NULL,NULL,S.c.end
LMG08-01,250,0801,34,WISP,2,0,1,270,NULL
LMG08-01,250,0801,35,WISP,1,0,1,30,NULL
LMG08-01,250,0801,35,ANTE,1,0,1,170,NULL
LMG08-01,250,0801,37,WISP,1,0,1,140,NULL
LMG08-01,250,0801,39,GIPE,1,0,NULL,280,NULL
LMG08-01,250,0801,39,WISP,1,0,1,300,NULL
LMG08-01,250,0801,40,SPSK,1,0,NULL,210,NULL
LMG08-01,250,0801,41,SPSK,1,0,1,180,NULL
LMG08-01,250,0801,41,SPSK,1,0,1,330,NULL
LMG08-01,250,0801,43,NULL,NULL,0,NULL,NULL,"Now at 620.040"
LMG08-01,250,0801,44,GIPE,1,0,1,160,NULL
LMG08-01,250,0801,45,GIPE,1,0,3,NULL,NULL
LMG08-01,250,0801,45,WISP,1,0,1,200,NULL
LMG08-01,250,0801,46,GIPE,1,0,1,150,NULL
LMG08-01,250,0801,47,WISP,1,0,6,NULL,NULL
LMG08-01,250,0801,47,WISP,NULL,0,1,180,NULL
LMG08-01,250,0801,49,SPSK,1,0,1,330,NULL
LMG08-01,250,0801,51,WISP,1,0,1,200,NULL
LMG08-01,250,0801,52,SPSK,1,0,1,210,NULL
LMG08-01,250,0801,54,ANTE,1,0,NULL,90,NULL
LMG08-01,250,0801,56,SPSK,1,0,1,60,NULL
LMG08-01,250,0801,57,SPSK,1,0,1,80,NULL
LMG08-01,250,0801,59,ANTE,1,0,1,140,NULL
LMG08-01,250,0801,62,WISP,1,0,1,190,NULL
LMG08-01,250,0801,65,WISP,1,0,1,200,NULL
LMG08-01,250,0801,68,SPSK,1,0,1,200,NULL
LMG08-01,250,0801,69,ANTE,1,0,1,190,End
LMG08-01,252,0801,3,GIPE,1,0,1,140,NULL
LMG08-01,252,0801,3,SPSK,1,0,1,70,NULL
LMG08-01,252,0801,4,WISP,1,0,1,320,NULL
LMG08-01,252,0801,5,SPSK,1,0,1,60,NULL
LMG08-01,252,0801,6,SPSK,1,0,NULL,230,NULL
LMG08-01,252,0801,7,SPSK,1,0,1,230,NULL
LMG08-01,252,0801,11,SPSK,1,0,1,190,NULL
LMG08-01,252,0801,12,SPSK,1,0,1,210,NULL
LMG08-01,252,0801,14,SPSK,1,0,1,160,NULL
LMG08-01,252,0801,16,SPSK,1,0,1,90,NULL
LMG08-01,252,0801,17,SPSK,1,0,1,160,NULL
LMG08-01,252,0801,17,SPSK,1,0,1,20,NULL
LMG08-01,252,0801,18,SPSK,1,0,1,190,NULL
LMG08-01,252,0801,20,SPSK,1,0,1,315,NULL
LMG08-01,252,0801,20,SPSK,1,0,1,200,NULL
LMG08-01,252,0801,21,SPSK,1,0,1,170,NULL
LMG08-01,252,0801,22,WISP,1,0,NULL,210,NULL
LMG08-01,252,0801,23,SPSK,1,0,1,200,NULL
LMG08-01,252,0801,23,SPSK,1,0,NULL,200,NULL
LMG08-01,252,0801,24,ANTE,1,0,1,340,NULL
LMG08-01,252,0801,25,SPSK,1,0,1,350,NULL
LMG08-01,252,0801,26,SPSK,1,0,1,350,NULL
LMG08-01,252,0801,27,ANTE,1,0,1,20,NULL
LMG08-01,252,0801,27,SPSK,2,0,1,315,NULL
LMG08-01,252,0801,28,GEPE,10,0,5,10,NULL
LMG08-01,252,0801,28,SPSK,1,0,0,NULL,NULL
LMG08-01,252,0801,29,SPSK,1,0,1,40,NULL
LMG08-01,252,0801,30,WISP,5,0,1,50,NULL
LMG08-01,252,0801,32,SPSK,1,0,1,140,NULL
LMG08-01,252,0801,33,NULL,NULL,0,NULL,NULL,End
LMG08-01,258,0801,3,CHPE,2,0,5,220,NULL
LMG08-01,258,0801,4,SPSK,1,0,1,150,NULL
LMG08-01,258,0801,5,SPSK,1,0,NULL,50,NULL
LMG08-01,258,0801,8,SPSK,1,0,1,130,NULL
LMG08-01,258,0801,8,SPSK,1,0,NULL,320,NULL
LMG08-01,258,0801,10,SPSK,1,0,1,150,NULL
LMG08-01,258,0801,14,WISP,1,0,1,240,NULL
LMG08-01,258,0801,17,NULL,NULL,0,NULL,NULL,End
LMG08-01,261,0801,2,SPSK,1,0,1,110,NULL
LMG08-01,261,0801,4,SPSK,1,0,0,NULL,NULL
LMG08-01,261,0801,4,SPSK,1,0,NULL,300,NULL
LMG08-01,261,0801,5,SPSK,1,0,1,260,NULL
LMG08-01,261,0801,7,WISP,1,0,1,320,NULL
LMG08-01,261,0801,10,SPSK,1,0,1,305,NULL
LMG08-01,261,0801,12,ANTE,1,0,1,310,NULL
LMG08-01,261,0801,13,SPSK,1,0,1,270,NULL
LMG08-01,261,0801,14,GEPE,5,0,5,30,NULL
LMG08-01,261,0801,24,SPSK,1,0,1,280,NULL
LMG08-01,261,0801,32,SPSK,1,0,1,240,NULL
LMG08-01,261,0801,37,NULL,NULL,0,NULL,NULL,End
LMG08-01,261,0801,NULL,NULL,NULL,0,NULL,NULL,NULL
LMG08-01,261,0801,NULL,NULL,NULL,0,NULL,NULL,NULL
LMG08-01,264,0801,2,SPSK,1,0,1,30,NULL
LMG08-01,264,0801,2,SPSK,1,0,NULL,220,NULL
LMG08-01,264,0801,3,WISP,1,0,1,310,NULL
LMG08-01,264,0801,5,SPSK,1,0,1,190,NULL
LMG08-01,264,0801,6,SPSK,1,0,NULL,330,NULL
LMG08-01,264,0801,7,UNWH,1,0,3,NULL,NULL
LMG08-01,264,0801,9,SPSK,1,0,1,30,NULL
LMG08-01,264,0801,9,WISP,1,0,1,315,NULL
LMG08-01,264,0801,14,ANTE,1,0,1,160,NULL
LMG08-01,264,0801,16,SPSK,1,0,NULL,200,NULL
LMG08-01,264,0801,21,SPSK,1,0,1,40,NULL
LMG08-01,264,0801,23,HUWH,2,0,5,180,NULL
LMG08-01,264,0801,29,WISP,1,0,1,290,NULL
LMG08-01,264,0801,31,GIPE,1,0,1,10,NULL
LMG08-01,264,0801,35,NULL,NULL,0,NULL,NULL,End
LMG08-01,267,0801,2,WISP,1,0,1,205,NULL
LMG08-01,267,0801,4,SPSK,1,0,1,180,NULL
LMG08-01,267,0801,8,ANTE,1,0,1,210,NULL
LMG08-01,267,0801,8,SPSK,1,0,1,195,NULL
LMG08-01,267,0801,9,BBAL,1,0,NULL,295,NULL
LMG08-01,267,0801,18,NULL,NULL,0,NULL,NULL,End
LMG08-01,270,0801,2,SPSK,1,0,1,350,NULL
LMG08-01,270,0801,4,UNPE,15,0,1,50,NULL
LMG08-01,270,0801,10,ANTE,1,0,1,230,NULL
LMG08-01,270,0801,12,ANTE,2,0,1,60,NULL
LMG08-01,270,0801,15,SPSK,1,0,1,40,NULL
LMG08-01,270,0801,15,SPSK,1,0,1,140,NULL
LMG08-01,270,0801,16,SPSK,1,0,1,60,NULL
LMG08-01,270,0801,19,SPSK,1,0,1,150,NULL
LMG08-01,270,0801,20,SPSK,1,0,1,50,NULL
LMG08-01,270,0801,22,SPSK,1,0,NULL,150,NULL
LMG08-01,270,0801,24,SPSK,1,0,1,45,NULL
LMG08-01,270,0801,24,SPSK,1,0,1,180,NULL
LMG08-01,270,0801,26,SPSK,1,0,1,250,NULL
LMG08-01,270,0801,29,GIPE,1,0,1,150,NULL
LMG08-01,270,0801,31,SPSK,1,0,1,150,NULL
LMG08-01,270,0801,34,NULL,NULL,0,NULL,NULL,End
LMG08-01,273,0801,13,SPSK,1,0,1,80,NULL
LMG08-01,273,0801,19,SPSK,1,0,1,0,NULL
LMG08-01,273,0801,22,GEPE,7,0,5,90,NULL
LMG08-01,273,0801,27,WISP,1,0,1,50,NULL
LMG08-01,273,0801,28,ANTE,1,0,1,230,NULL
LMG08-01,273,0801,34,GEPE,3,0,5,70,NULL
LMG08-01,273,0801,34,SPSK,1,0,1,230,NULL
LMG08-01,276,0801,3,NULL,NULL,0,NULL,NULL,"Visibility decreasing"
LMG08-01,276,0801,10,SPSK,1,0,1,148,NULL
LMG08-01,276,0801,10,GIPE,1,0,1,160,NULL
LMG08-01,276,0801,15,GIPE,1,0,1,300,NULL
LMG08-01,279,0801,6,NULL,NULL,0,NULL,NULL,"Visibility down to 150m  blowing snow"
LMG08-01,279,0801,13,NULL,NULL,0,NULL,NULL,"Cleared up"
LMG08-01,279,0801,22,GEPE,3,0,3,NULL,NULL
LMG08-01,279,0801,25,GIPE,1,0,1,130,NULL
LMG08-01,279,0801,25,GEPE,3,0,5,310,NULL
LMG08-01,279,0801,26,WISP,1,0,1,30,NULL
LMG08-01,279,0801,28,BBAL,1,0,1,200,NULL
LMG08-01,279,0801,33,ANTE,1,0,1,230,NULL
LMG08-01,279,0801,35,BBAL,1,0,1,140,NULL
LMG08-01,282,0801,3,WISP,1,0,1,50,NULL
LMG08-01,282,0801,10,SPSK,1,0,1,130,NULL
LMG08-01,282,0801,10,WISP,1,0,1,240,NULL
LMG08-01,282,0801,10,GIPE,1,0,1,50,NULL
LMG08-01,282,0801,12,WISP,1,0,1,10,NULL
LMG08-01,282,0801,16,WISP,1,0,1,200,NULL
LMG08-01,282,0801,18,CHPE,2,0,3,NULL,NULL
LMG08-01,282,0801,27,WISP,1,0,1,240,NULL
LMG08-01,282,0801,33,SPSK,1,0,1,290,NULL
LMG08-01,282,0801,38,GIPE,1,0,1,290,NULL
LMG08-01,282,0801,38,WISP,1,0,1,240,NULL
LMG08-01,285,0801,6,WISP,1,0,1,110,NULL
LMG08-01,285,0801,14,WISP,1,0,1,300,NULL
LMG08-01,289,0801,28,GEPE,1,0,3,NULL,NULL
LMG08-01,289,0801,29,GEPE,2,0,5,50,NULL
LMG08-01,289,0801,31,WISP,1,0,1,230,NULL
LMG08-01,289,0801,34,NULL,NULL,0,NULL,NULL,End
LMG08-01,296,0801,3,WISP,1,0,1,300,"Stern Count"
LMG08-01,296,0801,4,WISP,1,0,1,350,NULL
LMG08-01,296,0801,27,GIPE,1,0,1,150,NULL
LMG08-01,296,0801,33,WISP,1,0,1,70,NULL
LMG08-01,296,0801,37,NULL,NULL,0,NULL,NULL,End
LMG08-01,300,0801,2,GIPE,1,0,1,290,NULL
LMG08-01,300,0801,3,SPSK,1,0,1,10,NULL
LMG08-01,300,0801,8,WISP,1,0,1,320,NULL
LMG08-01,300,0801,19,WISP,2,0,1,340,NULL
LMG08-01,300,0801,19,NULL,NULL,0,NULL,NULL,End
LMG08-01,304,0801,2,BBSP,1,0,1,20,NULL
LMG08-01,304,0801,5,GIPE,1,0,1,25,NULL
LMG08-01,304,0801,15,ANTE,1,0,1,170,NULL
LMG08-01,304,0801,15,GIPE,1,0,1,25,NULL
LMG08-01,304,0801,17,GIPE,1,0,1,110,NULL
LMG08-01,304,0801,18,GIPE,1,0,1,130,NULL
LMG08-01,304,0801,21,WISP,1,0,1,290,NULL
LMG08-01,304,0801,26,WISP,1,0,1,30,NULL
LMG08-01,304,0801,29,SPSK,1,0,1,210,NULL
LMG08-01,304,0801,32,ANTE,1,0,1,270,NULL
LMG08-01,304,0801,33,SPSK,1,0,1,130,NULL
LMG08-01,304,0801,34,SPSK,1,0,1,230,NULL
LMG08-01,304,0801,38,NULL,NULL,0,NULL,NULL,End
LMG08-01,307,0801,3,WISP,1,0,1,310,NULL
LMG08-01,307,0801,11,WISP,1,0,1,340,NULL
LMG08-01,307,0801,30,NULL,NULL,0,NULL,NULL,End
LMG08-01,310,0801,3,WISP,1,0,1,290,NULL
LMG08-01,310,0801,5,BBAL,1,0,1,70,NULL
LMG08-01,310,0801,14,NULL,NULL,0,NULL,NULL,End
LMG08-01,313,0801,2,ANTE,1,0,1,200,NULL
LMG08-01,313,0801,6,GIPE,1,0,1,230,NULL
LMG08-01,313,0801,22,SPSK,1,0,1,70,NULL
LMG08-01,313,0801,25,WISP,1,0,1,220,NULL
LMG08-01,313,0801,39,SPSK,1,0,1,40,NULL
LMG08-01,313,0801,40,SPSK,1,0,1,150,NULL
LMG08-01,313,0801,42,NULL,NULL,0,NULL,NULL,End
LMG08-01,316,0801,2,SPSK,1,0,1,220,NULL
LMG08-01,316,0801,3,WISP,1,0,1,35,NULL
LMG08-01,316,0801,3,SOFU,1,0,1,200,NULL
LMG08-01,316,0801,5,WISP,1,0,1,40,NULL
LMG08-01,316,0801,39,NULL,NULL,0,NULL,NULL,End
LMG08-01,319,0801,3,SPSK,1,0,1,290,NULL
LMG08-01,319,0801,6,WISP,1,0,1,50,NULL
LMG08-01,319,0801,12,WISP,1,0,1,130,NULL
LMG08-01,319,0801,16,WISP,1,0,1,130,NULL
LMG08-01,322,0801,5,GIPE,1,0,1,250,NULL
LMG08-01,322,0801,6,WISP,1,0,1,50,NULL
LMG08-01,322,0801,8,WISP,1,0,1,50,NULL
LMG08-01,322,0801,9,WISP,1,0,1,60,NULL
LMG08-01,322,0801,13,WISP,1,0,1,60,NULL
LMG08-01,322,0801,19,WISP,1,0,1,60,NULL
LMG08-01,322,0801,22,WISP,1,0,1,60,NULL
LMG08-01,322,0801,28,WISP,1,0,2,NULL,NULL
LMG08-01,322,0801,34,WISP,1,0,1,180,NULL
LMG08-01,322,0801,37,WISP,2,0,1,50,NULL
LMG08-01,325,0801,5,GIPE,1,0,1,50,NULL
LMG08-01,325,0801,6,WISP,2,0,1,50,NULL
LMG08-01,325,0801,9,GIPE,1,0,1,240,NULL
LMG08-01,325,0801,12,WISP,1,0,1,50,NULL
LMG08-01,325,0801,14,WISP,3,0,1,50,NULL
LMG08-01,325,0801,16,WISP,1,0,1,40,NULL
LMG08-01,325,0801,17,WISP,1,0,2,NULL,NULL
LMG08-01,325,0801,18,SPSK,2,0,1,240,NULL
LMG08-01,325,0801,22,WISP,2,0,2,NULL,NULL
LMG08-01,325,0801,34,WISP,1,0,2,NULL,NULL
LMG08-01,328,0801,6,GIPE,1,0,1,120,NULL
LMG08-01,328,0801,20,GIPE,1,0,1,30,NULL
LMG08-01,335,0801,6,WISP,1,0,1,40,NULL
LMG08-01,335,0801,7,WISP,1,0,1,60,NULL
LMG08-01,335,0801,12,GIPE,1,0,1,220,NULL
LMG08-01,335,0801,18,WISP,2,0,1,50,NULL
LMG08-01,335,0801,18,SPSK,1,0,1,200,NULL
LMG08-01,335,0801,24,WISP,1,0,1,350,NULL
LMG08-01,335,0801,26,UNPE,1,0,5,130,NULL
LMG08-01,335,0801,26,WISP,1,0,1,210,NULL
LMG08-01,335,0801,26,WISP,1,0,1,50,NULL
LMG08-01,335,0801,30,WISP,1,0,1,50,NULL
LMG08-01,335,0801,33,WISP,1,0,1,50,NULL
LMG08-01,350,0801,7,SPSK,1,0,1,150,NULL
LMG08-01,350,0801,7,NULL,NULL,0,NULL,NULL,"Stern Count"
LMG08-01,350,0801,16,GIPE,1,0,1,225,NULL
LMG08-01,350,0801,17,WISP,1,0,1,220,NULL
LMG08-01,350,0801,24,SPSK,1,0,1,50,NULL
LMG08-01,350,0801,35,GIPE,1,0,1,220,NULL
LMG08-01,350,0801,38,SPSK,1,0,1,240,NULL
LMG08-01,350,0801,39,NULL,NULL,0,NULL,NULL,"Stern end"
LMG08-01,352,0801,2,GIPE,1,0,1,225,NULL
LMG08-01,352,0801,2,NULL,NULL,0,NULL,NULL,"Stern Count"
LMG08-01,352,0801,12,SPSK,1,0,1,45,NULL
LMG08-01,352,0801,13,BBSP,1,0,1,135,"Not a + id"
LMG08-01,352,0801,15,SPSK,1,0,1,200,NULL
LMG08-01,352,0801,16,GIPE,1,0,1,240,NULL
LMG08-01,352,0801,17,GIPE,1,0,1,240,NULL
LMG08-01,352,0801,21,NULL,NULL,0,NULL,NULL,"Stern end"
LMG08-01,359,0801,2,NULL,NULL,0,NULL,NULL,"Stern Count"
LMG08-01,359,0801,5,CHPE,2,0,5,130,NULL
LMG08-01,359,0801,6,WISP,1,0,1,60,NULL
LMG08-01,359,0801,22,NULL,NULL,0,NULL,NULL,S.c.end
LMG08-01,361,0801,2,NULL,NULL,0,NULL,NULL,"Stern Count"
LMG08-01,361,0801,3,SPSK,1,0,1,190,NULL
LMG08-01,361,0801,4,SPSK,1,0,1,40,"Not positive of spp of skua."
LMG08-01,361,0801,6,WISP,1,0,1,270,NULL
LMG08-01,361,0801,17,WISP,1,0,1,240,NULL
LMG08-01,361,0801,19,WISP,1,0,1,260,NULL
LMG08-01,361,0801,26,NULL,NULL,0,NULL,NULL,S.c.end
LMG08-01,370,0801,1,NULL,NULL,0,NULL,NULL,"Stern Count"
LMG08-01,370,0801,6,WISP,1,0,1,50,NULL
LMG08-01,370,0801,7,WISP,1,0,2,NULL,NULL
LMG08-01,370,0801,30,NULL,NULL,0,NULL,NULL,S.c.end
LMG08-01,372,0801,3,NULL,NULL,0,NULL,NULL,"Stern Count"
LMG08-01,372,0801,14,WISP,1,0,0,50,NULL
LMG08-01,372,0801,25,NULL,NULL,0,NULL,NULL,S.c.end
LMG08-01,380,0801,2,BBAL,1,0,1,320,"Stern Count"
LMG08-01,380,0801,3,BBAL,1,0,1,250,NULL
LMG08-01,380,0801,4,BBAL,1,0,3,NULL,NULL
LMG08-01,380,0801,11,NULL,NULL,0,NULL,NULL,"Stern end"
LMG08-01,382,0801,3,NULL,NULL,0,NULL,NULL,"Stern Count"
LMG08-01,382,0801,4,UNPE,1,0,5,315,NULL
LMG08-01,382,0801,5,NULL,NULL,0,NULL,NULL,"Stern end"
LMG08-01,391,0801,2,NULL,NULL,0,NULL,NULL,"Stern Count"
LMG08-01,391,0801,3,WISP,1,0,2,NULL,NULL
LMG08-01,391,0801,12,CHPE,2,0,3,NULL,NULL
LMG08-01,391,0801,25,SPSK,1,0,NULL,130,NULL
LMG08-01,391,0801,26,NULL,NULL,0,NULL,NULL,S.c.end
LMG08-01,392,0801,2,NULL,NULL,0,NULL,NULL,"Stern Count"
LMG08-01,392,0801,5,SPSK,1,0,1,120,NULL
LMG08-01,392,0801,29,NULL,NULL,0,NULL,NULL,S.c.end
LMG08-01,400,0801,2,BBAL,1,0,1,80,NULL
LMG08-01,400,0801,5,BBAL,1,0,1,40,NULL
LMG08-01,400,0801,6,BBAL,1,0,1,40,NULL
LMG08-01,400,0801,8,BBAL,1,0,1,320,NULL
LMG08-01,400,0801,8,GIPE,NULL,0,1,140,NULL
LMG08-01,400,0801,10,BBAL,1,0,1,230,NULL
LMG08-01,400,0801,11,WISP,1,0,1,110,NULL
LMG08-01,400,0801,24,BBAL,1,0,1,230,NULL
LMG08-01,400,0801,25,NULL,NULL,0,NULL,NULL,"Stern end"
LMG08-01,402,0801,2,NULL,NULL,0,NULL,NULL,"Stern Count"
LMG08-01,402,0801,3,WISP,1,0,1,210,NULL
LMG08-01,402,0801,4,BBAL,1,0,1,190,NULL
LMG08-01,402,0801,5,WISP,1,0,1,130,NULL
LMG08-01,402,0801,6,WISP,1,0,1,220,NULL
LMG08-01,402,0801,9,BBAL,1,0,1,190,NULL
LMG08-01,402,0801,16,GHAL,1,0,1,190,NULL
LMG08-01,402,0801,22,BBAL,1,0,1,190,NULL
LMG08-01,402,0801,25,NULL,NULL,0,NULL,NULL,"Stern end"
LMG08-01,410,0801,2,CAPE,12,0,0,NULL,"Stern Count"
LMG08-01,410,0801,3,GIPE,1,0,0,NULL,NULL
LMG08-01,410,0801,4,WISP,1,0,2,NULL,NULL
LMG08-01,410,0801,5,GHAL,1,0,0,220,NULL
LMG08-01,410,0801,8,CAPE,1,0,2,NULL,NULL
LMG08-01,410,0801,8,WISP,2,0,2,NULL,NULL
LMG08-01,410,0801,11,CAPE,3,0,2,NULL,NULL
LMG08-01,410,0801,15,CAPE,3,0,2,NULL,NULL
LMG08-01,410,0801,17,WISP,1,0,1,70,NULL
LMG08-01,410,0801,21,SOFU,1,0,1,70,NULL
LMG08-01,410,0801,22,WISP,1,0,1,70,NULL
LMG08-01,410,0801,25,CAPE,2,0,0,NULL,S.c.end
LMG08-01,412,0801,2,CAPE,3,0,0,NULL,"Stern Count"
LMG08-01,412,0801,7,BBAL,1,0,1,60,NULL
LMG08-01,412,0801,11,SOFU,1,0,1,60,NULL
LMG08-01,412,0801,13,GHAL,1,0,1,140,NULL
LMG08-01,412,0801,14,BBAL,1,0,1,230,NULL
LMG08-01,412,0801,17,SOFU,4,0,2,NULL,NULL
LMG08-01,412,0801,17,CAPE,1,0,2,NULL,NULL
LMG08-01,412,0801,18,BBAL,1,0,1,140,NULL
LMG08-01,412,0801,21,BBAL,1,0,2,NULL,NULL
LMG08-01,412,0801,21,CAPE,1,0,2,NULL,NULL
LMG08-01,412,0801,22,GHAL,2,0,3,NULL,NULL
LMG08-01,412,0801,23,SOFU,1,0,2,NULL,NULL
LMG08-01,412,0801,29,NULL,NULL,0,NULL,NULL,S.c.end
LMG08-01,421,0801,3,GHAL,1,0,0,NULL,"Stern Count"
LMG08-01,421,0801,4,SOFU,2,0,1,30,NULL
LMG08-01,421,0801,6,SOFU,1,0,0,NULL,NULL
LMG08-01,421,0801,9,SOFU,1,0,1,40,NULL
LMG08-01,421,0801,13,BBSP,1,0,1,50,NULL
LMG08-01,421,0801,15,BBAL,1,0,1,210,NULL
LMG08-01,421,0801,18,GHAL,1,0,NULL,130,NULL
LMG08-01,421,0801,19,SOFU,1,0,0,NULL,NULL
LMG08-01,421,0801,19,WISP,1,0,1,130,NULL
LMG08-01,421,0801,20,GHAL,1,0,1,210,NULL
LMG08-01,421,0801,24,CAPE,1,0,1,190,NULL
LMG08-01,421,0801,26,BBSP,1,0,1,230,NULL
LMG08-01,421,0801,30,CAPE,1,0,0,NULL,"Stern end"
LMG08-01,438,0801,2,WCPE,1,0,0,NULL,"Stern Count"
LMG08-01,438,0801,3,BBAL,2,0,0,NULL,NULL
LMG08-01,438,0801,4,CAPE,11,0,0,NULL,NULL
LMG08-01,438,0801,5,GHAL,1,0,0,NULL,NULL
LMG08-01,438,0801,6,ANPR,1,0,1,310,Spp?
LMG08-01,438,0801,7,ANPR,1,0,0,NULL,Spp?
LMG08-01,438,0801,9,WISP,1,0,1,40,NULL
LMG08-01,438,0801,10,WISP,1,0,1,310,NULL
LMG08-01,438,0801,13,NULL,1,0,NULL,310,"Diving petrel sp?"
LMG08-01,438,0801,14,ANPR,1,0,NULL,40,Spp?
LMG08-01,438,0801,15,ANPR,1,0,NULL,310,"Spp ?"
LMG08-01,438,0801,19,GHAL,1,0,1,125,NULL
LMG08-01,438,0801,21,BLPE,1,0,1,130,NULL
LMG08-01,438,0801,22,BBAL,1,0,1,320,NULL
LMG08-01,438,0801,25,GHAL,1,0,1,-125,NULL
LMG08-01,438,0801,26,ANPR,1,0,1,230,NULL
LMG08-01,438,0801,28,ANPR,1,0,1,310,NULL
LMG08-01,438,0801,29,GHAL,1,0,1,280,NULL
LMG08-01,438,0801,34,BBSP,1,0,1,250,NULL
LMG08-01,438,0801,34,BLPE,1,0,1,260,NULL
LMG08-01,438,0801,34,ANPR,1,0,1,310,NULL
LMG08-01,438,0801,36,BBSP,1,0,1,310,NULL
LMG08-01,438,0801,36,BLPE,1,0,0,NULL,NULL
LMG08-01,438,0801,36,WISP,1,0,1,250,NULL
LMG08-01,438,0801,38,BBAL,3,0,0,NULL,NULL
LMG08-01,438,0801,38,WCPE,1,0,0,NULL,"Stern end"
LMG08-01,440,0801,3,WCPE,1,0,0,NULL,"Stern Count"
LMG08-01,440,0801,5,BBAL,1,0,1,220,NULL
LMG08-01,440,0801,5,GHAL,1,0,1,310,NULL
LMG08-01,440,0801,6,BBAL,1,0,1,40,NULL
LMG08-01,440,0801,6,ANPR,1,0,1,40,NULL
LMG08-01,440,0801,8,ANPR,1,0,1,310,NULL
LMG08-01,440,0801,9,GHAL,1,0,1,300,NULL
LMG08-01,440,0801,10,CAPE,1,0,1,70,NULL
LMG08-01,440,0801,11,ANPR,1,0,NULL,70,NULL
LMG08-01,440,0801,11,ANPR,1,0,1,220,NULL
LMG08-01,440,0801,12,WCPE,1,0,1,310,NULL
LMG08-01,440,0801,13,BLPE,1,0,1,315,NULL
LMG08-01,440,0801,14,BBAL,1,0,1,140,NULL
LMG08-01,440,0801,15,ANPR,2,0,1,320,NULL
LMG08-01,440,0801,17,ANPR,1,0,1,320,NULL
LMG08-01,440,0801,19,BBAL,1,0,1,50,NULL
LMG08-01,440,0801,20,BLPE,1,0,1,320,NULL
LMG08-01,440,0801,21,ANPR,1,0,1,320,NULL
LMG08-01,440,0801,23,BBAL,1,0,1,280,NULL
LMG08-01,440,0801,27,BLPE,1,0,1,200,NULL
LMG08-01,440,0801,30,NULL,NULL,0,NULL,NULL,"Stern end"
LMG08-01,450,0801,3,CAPE,9,0,0,NULL,"Stern Count"
LMG08-01,450,0801,3,WISP,1,0,1,40,NULL
LMG08-01,450,0801,4,BBSP,1,0,1,310,NULL
LMG08-01,450,0801,5,GHAL,1,0,1,130,NULL
LMG08-01,450,0801,6,BLPE,1,0,1,310,NULL
LMG08-01,450,0801,7,WCPE,1,0,1,175,NULL
