studyName,"Event Number",Cruise,"Count Minute (min)",Species,Number,Linkages,Behavior,Direction,Notes
PD93-01,235,9301,00,NULL,0,0,0,NULL,"STERN COUNT"
PD93-01,235,9301,01,SPSK,1,0,1,NULL,NULL
PD93-01,235,9301,02,WISP,1,0,1,NULL,NULL
PD93-01,235,9301,04,ADPE,15,0,3,NULL,NULL
PD93-01,235,9301,04,SPSK,1,0,1,NULL,NULL
PD93-01,235,9301,05,ADPE,12,0,5,NULL,"HEADING TOWARDS SE"
PD93-01,235,9301,06,ADPE,8,0,5,NULL,"HEADING TOWARDS SE"
PD93-01,235,9301,07,ADPE,6,0,5,NULL,"HEADING TOWARDS SE"
PD93-01,235,9301,11,SPSK,1,0,1,NULL,NULL
PD93-01,235,9301,11,ANTE,2,0,1,NULL,"1 W/ FISH IN BILL"
PD93-01,235,9301,16,SPSK,1,0,1,NULL,NULL
PD93-01,235,9301,17,SPSK,1,0,2,NULL,NULL
PD93-01,235,9301,19,GIPE,2,0,3,NULL,BATHING
PD93-01,235,9301,19,SPSK,1,0,1,NULL,NULL
PD93-01,235,9301,20,WISP,1,0,1,NULL,NULL
PD93-01,235,9301,23,SPSK,1,0,1,NULL,NULL
PD93-01,235,9301,24,SPSK,1,0,1,NULL,NULL
PD93-01,235,9301,25,SPSK,1,0,6,NULL,"ON WATER"
PD93-01,235,9301,27,SPSK,1,0,1,NULL,NULL
PD93-01,238,9301,01,SPSK,2,0,1,NULL,NULL
PD93-01,238,9301,04,SPSK,1,0,1,NULL,NULL
PD93-01,238,9301,06,SPSK,1,0,1,NULL,NULL
PD93-01,238,9301,08,SPSK,1,0,1,NULL,NULL
PD93-01,238,9301,10,SPSK,1,0,1,NULL,NULL
PD93-01,238,9301,28,SPSK,1,0,1,NULL,NULL
PD93-01,238,9301,29,FUSE,1,0,5,NULL,NULL
PD93-01,243,9301,07,WISP,1,0,1,NULL,NULL
PD93-01,243,9301,12,SPSK,1,0,1,NULL,NULL
PD93-01,243,9301,13,GIPE,1,0,1,NULL,NULL
PD93-01,243,9301,14,WISP,1,0,1,NULL,NULL
PD93-01,243,9301,21,WISP,1,0,1,NULL,NULL
PD93-01,243,9301,23,WISP,1,0,1,NULL,NULL
PD93-01,243,9301,23,SPSK,1,0,1,NULL,NULL
PD93-01,243,9301,23,BBAL,1,0,1,NULL,NULL
PD93-01,243,9301,24,WISP,1,0,1,NULL,NULL
PD93-01,243,9301,25,SPSK,1,0,1,NULL,NULL
PD93-01,243,9301,26,SPSK,1,0,1,NULL,NULL
PD93-01,243,9301,28,WISP,2,0,1,NULL,NULL
PD93-01,243,9301,29,WISP,1,0,1,NULL,NULL
PD93-01,243,9301,29,SPSK,1,0,1,NULL,NULL
PD93-01,247,9301,01,SPSK,1,0,1,NULL,NULL
PD93-01,247,9301,03,GIPE,1,0,1,NULL,NULL
PD93-01,247,9301,09,LMSA,1,0,1,NULL,NULL
PD93-01,247,9301,09,SPSK,1,0,1,NULL,NULL
PD93-01,251,9301,05,SPSK,1,0,2,NULL,NULL
PD93-01,251,9301,09,SPSK,1,0,2,NULL,NULL
PD93-01,251,9301,12,SPSK,1,0,1,NULL,NULL
PD93-01,251,9301,13,ADPE,1,0,5,NULL,NULL
PD93-01,251,9301,16,SPSK,1,0,1,NULL,"HEADED INTO ANVERS"
PD93-01,251,9301,17,SPSK,1,0,2,NULL,"HEADED INTO ANVERS"
PD93-01,251,9301,19,SPSK,1,0,1,NULL,"HEADED INTO ANVERS"
PD93-01,251,9301,21,SPSK,1,0,1,NULL,"HEADED INTO ANVERS"
PD93-01,251,9301,25,GIPE,1,0,0,NULL,NULL
PD93-01,251,9301,27,SPSK,1,0,0,NULL,IN
PD93-01,251,9301,28,WISP,1,0,1,NULL,NULL
PD93-01,251,9301,29,WISP,2,0,1,NULL,NULL
PD93-01,251,9301,29,WISP,2,0,1,NULL,NULL
PD93-01,255,9301,01,SPSK,1,0,2,NULL,NULL
PD93-01,255,9301,02,WISP,1,0,1,NULL,NULL
PD93-01,255,9301,02,SPSK,1,0,1,NULL,NULL
PD93-01,255,9301,02,SPSK,1,0,1,NULL,NULL
PD93-01,255,9301,03,BBAL,2,0,2,NULL,NULL
PD93-01,255,9301,10,BBAL,1,0,1,NULL,NULL
PD93-01,255,9301,11,BBAL,2,0,1,NULL,NULL
PD93-01,255,9301,12,WISP,1,0,1,NULL,NULL
PD93-01,255,9301,13,BBAL,2,0,1,NULL,NULL
PD93-01,255,9301,14,BBAL,3,0,1,NULL,NULL
PD93-01,255,9301,16,LMSA,1,0,1,NULL,NULL
PD93-01,255,9301,20,BBAL,2,0,2,NULL,NULL
PD93-01,255,9301,20,BBAL,1,0,2,NULL,NULL
PD93-01,255,9301,22,BBAL,2,0,1,NULL,NULL
PD93-01,255,9301,23,GIPE,1,0,1,NULL,"WHITE PHASE"
PD93-01,255,9301,23,BBAL,1,0,1,NULL,NULL
PD93-01,255,9301,24,WISP,1,0,1,NULL,NULL
PD93-01,255,9301,25,HUWH,2,0,5,NULL,HUMPBACK
PD93-01,255,9301,25,BBAL,1,0,1,NULL,NULL
PD93-01,255,9301,26,SPSK,1,0,1,NULL,NULL
PD93-01,255,9301,29,BBAL,1,0,1,NULL,NULL
PD93-01,255,9301,29,SPSK,1,0,1,NULL,NULL
PD93-01,255,9301,29,BBAL,2,0,1,NULL,NULL
PD93-01,255,9301,30,BBAL,1,0,0,NULL,"STERN - SNOWING"
PD93-01,258,9301,01,SPSK,1,0,1,NULL,NULL
PD93-01,258,9301,03,GHAL,1,0,1,NULL,NULL
PD93-01,258,9301,11,BBAL,1,0,1,NULL,NULL
PD93-01,258,9301,13,BBAL,1,0,1,NULL,NULL
PD93-01,258,9301,13,WISP,1,0,1,NULL,NULL
PD93-01,258,9301,17,CAPE,1,0,1,NULL,NULL
PD93-01,258,9301,18,SOFU,1,0,1,NULL,NULL
PD93-01,258,9301,20,GEPE,2,0,5,NULL,NULL
PD93-01,258,9301,20,CAPE,1,0,1,NULL,NULL
PD93-01,258,9301,23,BBAL,1,0,1,NULL,NULL
PD93-01,258,9301,23,LMSA,1,0,1,NULL,NULL
PD93-01,258,9301,24,GIPE,1,0,1,NULL,NULL
PD93-01,258,9301,29,BBAL,1,0,1,NULL,NULL
PD93-01,262,9301,01,WISP,1,0,1,NULL,NULL
PD93-01,262,9301,01,BBAL,1,0,1,NULL,NULL
PD93-01,262,9301,02,BBAL,1,0,1,NULL,NULL
PD93-01,262,9301,02,GEPE,6,0,5,NULL,NULL
PD93-01,262,9301,03,BBAL,1,0,1,NULL,NULL
PD93-01,262,9301,03,WISP,2,0,1,NULL,NULL
PD93-01,262,9301,04,BBAL,1,0,1,NULL,NULL
PD93-01,262,9301,05,ANTE,2,0,1,NULL,NULL
PD93-01,262,9301,06,WISP,2,0,1,NULL,NULL
PD93-01,262,9301,07,BBAL,1,0,1,NULL,NULL
PD93-01,262,9301,08,WISP,1,0,1,NULL,NULL
PD93-01,262,9301,09,WISP,2,0,1,NULL,NULL
PD93-01,262,9301,10,BBAL,1,0,1,NULL,NULL
PD93-01,262,9301,10,SOFU,1,0,1,NULL,NULL
PD93-01,262,9301,11,WISP,1,0,1,NULL,NULL
PD93-01,262,9301,11,BBAL,1,0,1,NULL,NULL
PD93-01,262,9301,15,BBAL,1,0,1,NULL,NULL
PD93-01,262,9301,15,CAPE,1,0,1,NULL,NULL
PD93-01,262,9301,16,BBAL,1,0,1,NULL,NULL
PD93-01,262,9301,18,BBAL,2,0,1,NULL,NULL
PD93-01,262,9301,21,BBAL,1,0,1,NULL,NULL
PD93-01,262,9301,22,GHAL,1,0,2,NULL,NULL
PD93-01,262,9301,22,BBAL,2,0,1,NULL,NULL
PD93-01,262,9301,23,BBAL,2,0,1,NULL,NULL
PD93-01,262,9301,25,BBAL,2,0,1,NULL,NULL
PD93-01,262,9301,28,BBAL,2,0,1,NULL,NULL
PD93-01,266,9301,03,BBAL,1,0,1,NULL,NULL
PD93-01,266,9301,04,GIPE,1,0,1,NULL,NULL
PD93-01,266,9301,05,BBAL,1,0,1,NULL,NULL
PD93-01,266,9301,06,SPSK,1,0,1,NULL,NULL
PD93-01,266,9301,07,WISP,1,0,1,NULL,NULL
PD93-01,266,9301,10,WISP,1,0,1,NULL,NULL
PD93-01,266,9301,12,WISP,1,0,1,NULL,NULL
PD93-01,266,9301,13,SPSK,1,0,1,NULL,NULL
PD93-01,266,9301,18,SPSK,1,0,6,NULL,"ON WATER"
PD93-01,266,9301,19,WISP,1,0,2,NULL,"PATTERING ON SURFACE"
PD93-01,266,9301,21,WISP,1,0,2,NULL,NULL
PD93-01,266,9301,22,BBAL,1,0,2,NULL,NULL
PD93-01,266,9301,23,WISP,1,0,6,NULL,NULL
PD93-01,266,9301,23,WISP,1,0,1,NULL,NULL
PD93-01,266,9301,24,GIPE,1,0,1,NULL,NULL
PD93-01,266,9301,26,WISP,1,0,2,NULL,NULL
PD93-01,266,9301,26,BBAL,1,0,1,NULL,NULL
PD93-01,266,9301,28,WISP,1,0,1,NULL,NULL
PD93-01,266,9301,29,BBAL,1,0,1,NULL,NULL
PD93-01,266,9301,29,WISP,2,0,1,NULL,NULL
PD93-01,270,9301,01,WISP,1,0,1,NULL,NULL
PD93-01,270,9301,01,ANPR,1,0,1,NULL,NULL
PD93-01,270,9301,04,WISP,2,0,6,NULL,NULL
PD93-01,270,9301,06,BLPE,2,0,2,NULL,NULL
PD93-01,270,9301,06,WISP,2,0,2,NULL,NULL
PD93-01,270,9301,09,ANPR,1,0,2,NULL,NULL
PD93-01,270,9301,10,WISP,2,0,2,NULL,NULL
PD93-01,270,9301,12,BLPE,2,0,2,NULL,NULL
PD93-01,270,9301,14,BLPE,1,0,2,NULL,NULL
PD93-01,270,9301,14,GHAL,1,0,1,NULL,NULL
PD93-01,270,9301,16,BBAL,1,0,1,NULL,NULL
PD93-01,270,9301,18,BLPE,2,0,1,NULL,NULL
PD93-01,270,9301,20,CAPE,1,0,1,NULL,NULL
PD93-01,270,9301,22,WISP,2,0,2,NULL,NULL
PD93-01,270,9301,23,WISP,1,0,1,NULL,NULL
PD93-01,270,9301,24,BBAL,1,0,1,NULL,NULL
PD93-01,270,9301,27,GIPE,1,0,1,NULL,NULL
PD93-01,270,9301,30,CAPE,1,0,0,NULL,STERN
PD93-01,274,9301,01,GIPE,1,0,1,NULL,NULL
PD93-01,274,9301,03,SOFU,1,0,2,NULL,NULL
PD93-01,274,9301,03,CAPE,1,0,1,NULL,NULL
PD93-01,274,9301,05,WISP,1,0,2,NULL,NULL
PD93-01,274,9301,07,WISP,1,0,2,NULL,NULL
PD93-01,274,9301,08,SOFU,1,0,2,NULL,NULL
PD93-01,274,9301,10,WISP,1,0,2,NULL,NULL
PD93-01,274,9301,14,WISP,1,0,1,NULL,NULL
PD93-01,274,9301,18,ANPR,1,0,1,NULL,NULL
PD93-01,274,9301,19,BBSP,1,0,2,NULL,NULL
PD93-01,274,9301,22,SOFU,1,0,1,NULL,NULL
PD93-01,274,9301,26,WISP,2,0,1,NULL,NULL
PD93-01,274,9301,30,BBAL,1,0,0,NULL,STERN
PD93-01,278,9301,00,CAPE,3,0,0,NULL,STERN
PD93-01,278,9301,01,BBSP,1,0,6,NULL,NULL
PD93-01,278,9301,01,BBAL,1,0,1,NULL,NULL
PD93-01,278,9301,03,BLPE,2,0,2,NULL,NULL
PD93-01,278,9301,05,CAPE,2,0,1,NULL,NULL
PD93-01,278,9301,07,BLPE,2,0,2,NULL,NULL
PD93-01,278,9301,08,CAPE,20,0,3,NULL,NULL
PD93-01,278,9301,15,GIPE,1,0,1,NULL,NULL
PD93-01,278,9301,20,BBAL,1,0,2,NULL,NULL
PD93-01,278,9301,21,WISP,1,0,2,NULL,NULL
PD93-01,278,9301,22,BLPE,1,0,2,NULL,NULL
PD93-01,278,9301,26,WISP,1,0,2,NULL,NULL
PD93-01,278,9301,27,BBAL,1,0,1,NULL,NULL
PD93-01,278,9301,28,WISP,1,0,2,NULL,NULL
PD93-01,278,9301,30,GIPE,1,0,0,NULL,NULL
PD93-01,278,9301,30,WISP,1,0,0,NULL,NULL
PD93-01,278,9301,30,CAPE,2,0,0,NULL,NULL
PD93-01,282,9301,00,CAPE,2,0,0,NULL,STERN
PD93-01,282,9301,01,GIPE,1,0,2,NULL,NULL
PD93-01,282,9301,01,BBAL,3,0,2,NULL,NULL
PD93-01,282,9301,01,CAPE,18,0,3,NULL,NULL
PD93-01,282,9301,02,BBAL,1,0,1,NULL,NULL
PD93-01,282,9301,03,WISP,1,0,2,NULL,NULL
PD93-01,282,9301,04,GIPE,1,0,1,NULL,NULL
PD93-01,282,9301,06,WISP,1,0,6,NULL,NULL
PD93-01,282,9301,09,BBAL,1,0,1,NULL,NULL
PD93-01,282,9301,10,BLPE,1,0,1,NULL,NULL
PD93-01,282,9301,11,BBAL,1,0,2,NULL,NULL
PD93-01,282,9301,14,BBAL,1,0,1,NULL,NULL
PD93-01,282,9301,16,BBAL,1,0,1,NULL,NULL
PD93-01,282,9301,17,BBAL,1,0,1,NULL,NULL
PD93-01,282,9301,21,BBAL,1,0,1,NULL,NULL
PD93-01,282,9301,22,WISP,1,0,2,NULL,NULL
PD93-01,282,9301,27,BBAL,1,0,1,NULL,NULL
PD93-01,282,9301,28,BBAL,1,0,2,NULL,NULL
PD93-01,282,9301,28,BBAL,3,0,2,NULL,NULL
PD93-01,282,9301,29,BBAL,2,0,2,NULL,NULL
PD93-01,282,9301,30,CAPE,14,0,0,NULL,STERN
PD93-01,287,9301,00,CAPE,1,0,0,NULL,STERN
PD93-01,287,9301,16,FUSE,1,0,3,NULL,NULL
PD93-01,291,9301,12,WISP,1,0,1,NULL,NULL
PD93-01,291,9301,15,WISP,1,0,1,NULL,NULL
PD93-01,291,9301,16,WISP,1,0,1,NULL,NULL
PD93-01,291,9301,19,BBAL,1,0,1,NULL,NULL
PD93-01,291,9301,24,WISP,1,0,0,NULL,NULL
PD93-01,291,9301,25,WISP,1,0,1,NULL,NULL
PD93-01,295,9301,01,WISP,3,0,2,NULL,NULL
PD93-01,295,9301,03,WISP,1,0,2,NULL,NULL
PD93-01,295,9301,04,WISP,1,0,6,NULL,NULL
PD93-01,295,9301,07,WISP,1,0,6,NULL,NULL
PD93-01,295,9301,15,WISP,1,0,2,NULL,NULL
PD93-01,295,9301,17,SPSK,1,0,1,NULL,NULL
PD93-01,295,9301,27,SPSK,1,0,1,NULL,NULL
PD93-01,295,9301,29,WISP,1,0,1,NULL,NULL
PD93-01,300,9301,04,WISP,1,0,2,NULL,NULL
PD93-01,300,9301,11,BBAL,1,0,1,NULL,NULL
PD93-01,300,9301,16,GIPE,1,0,0,NULL,NULL
PD93-01,300,9301,19,WISP,1,0,1,NULL,NULL
PD93-01,300,9301,24,SPSK,1,0,1,NULL,NULL
PD93-01,300,9301,25,WISP,1,0,1,NULL,NULL
PD93-01,300,9301,29,WISP,1,0,6,NULL,NULL
PD93-01,304,9301,01,BBAL,2,0,2,NULL,NULL
PD93-01,304,9301,02,BBAL,1,0,1,NULL,NULL
PD93-01,304,9301,02,WISP,2,0,1,NULL,NULL
PD93-01,304,9301,18,WISP,2,0,1,NULL,NULL
PD93-01,304,9301,19,WISP,1,0,1,NULL,NULL
PD93-01,308,9301,15,BBAL,1,0,2,NULL,NULL
PD93-01,308,9301,15,WISP,1,0,2,NULL,NULL
PD93-01,308,9301,16,BBAL,1,0,2,NULL,NULL
PD93-01,308,9301,20,BBAL,1,0,2,NULL,NULL
PD93-01,308,9301,25,BBAL,1,0,2,NULL,NULL
PD93-01,312,9301,02,BBAL,1,0,1,NULL,NULL
PD93-01,312,9301,04,BBAL,1,0,2,NULL,NULL
PD93-01,312,9301,06,BBAL,1,0,2,NULL,NULL
PD93-01,312,9301,09,CAPE,1,0,0,NULL,NULL
PD93-01,312,9301,11,BBAL,1,0,1,NULL,NULL
PD93-01,312,9301,12,BBAL,12,0,3,NULL,NULL
PD93-01,312,9301,18,LMSA,1,0,2,NULL,NULL
PD93-01,312,9301,18,BBAL,1,0,2,NULL,NULL
PD93-01,312,9301,21,CAPE,1,0,0,NULL,NULL
PD93-01,312,9301,25,WISP,1,0,1,NULL,NULL
PD93-01,316,9301,02,BBAL,1,0,1,NULL,NULL
PD93-01,316,9301,06,WISP,1,0,2,NULL,NULL
PD93-01,316,9301,15,GIPE,1,0,1,NULL,NULL
PD93-01,316,9301,16,BBAL,1,0,2,NULL,NULL
PD93-01,316,9301,17,GIPE,1,0,1,NULL,NULL
PD93-01,316,9301,23,BBAL,1,0,1,NULL,NULL
PD93-01,316,9301,28,CAPE,1,0,0,NULL,NULL
PD93-01,320,9301,00,CAPE,2,0,0,NULL,STERN
PD93-01,320,9301,01,WISP,1,0,1,NULL,NULL
PD93-01,320,9301,04,ANTE,1,0,1,NULL,NULL
PD93-01,320,9301,06,SPSK,1,0,1,NULL,NULL
PD93-01,320,9301,07,CAPE,2,0,0,NULL,NULL
PD93-01,320,9301,08,BBAL,1,0,2,NULL,NULL
PD93-01,320,9301,09,WISP,1,0,1,NULL,NULL
PD93-01,320,9301,13,WISP,2,0,2,NULL,NULL
PD93-01,320,9301,19,WISP,1,0,1,NULL,NULL
PD93-01,320,9301,19,BBAL,2,0,2,NULL,NULL
PD93-01,320,9301,21,BBAL,1,0,2,NULL,NULL
PD93-01,320,9301,22,BBAL,1,0,2,NULL,NULL
PD93-01,320,9301,24,BBAL,2,0,2,NULL,NULL
PD93-01,320,9301,24,SPSK,1,0,1,NULL,NULL
PD93-01,320,9301,25,BBAL,1,0,1,NULL,NULL
PD93-01,320,9301,29,WISP,1,0,1,NULL,NULL
PD93-01,320,9301,29,BBAL,1,0,1,NULL,NULL
PD93-01,323,9301,01,CAPE,5,0,1,NULL,NULL
PD93-01,323,9301,03,WISP,1,0,1,NULL,NULL
PD93-01,323,9301,03,WISP,1,0,2,NULL,NULL
PD93-01,323,9301,10,WISP,1,0,1,NULL,NULL
PD93-01,323,9301,12,GHAL,1,0,2,NULL,NULL
PD93-01,323,9301,12,BBAL,1,0,2,NULL,NULL
PD93-01,323,9301,16,BBAL,1,0,2,NULL,NULL
PD93-01,323,9301,18,WISP,1,0,1,NULL,NULL
PD93-01,323,9301,27,BBAL,1,0,1,NULL,NULL
PD93-01,328,9301,01,BBAL,1,0,1,NULL,NULL
PD93-01,328,9301,05,BBAL,1,0,2,NULL,NULL
PD93-01,328,9301,08,BBAL,1,0,1,NULL,NULL
PD93-01,328,9301,11,BBAL,1,0,1,NULL,NULL
PD93-01,328,9301,12,BBAL,2,0,1,NULL,NULL
PD93-01,328,9301,16,BBAL,2,0,2,NULL,NULL
PD93-01,328,9301,16,SPSK,1,0,1,NULL,NULL
PD93-01,328,9301,17,BBAL,1,0,1,NULL,NULL
PD93-01,328,9301,18,BBAL,1,0,1,NULL,NULL
PD93-01,328,9301,19,CHPE,1,0,6,NULL,NULL
PD93-01,328,9301,20,WISP,1,0,2,NULL,NULL
PD93-01,328,9301,20,BBAL,1,0,1,NULL,NULL
PD93-01,328,9301,21,BBAL,1,0,1,NULL,NULL
PD93-01,328,9301,22,WISP,1,0,2,NULL,NULL
PD93-01,328,9301,24,WISP,1,0,2,NULL,NULL
PD93-01,328,9301,24,BBAL,1,0,2,NULL,NULL
PD93-01,328,9301,24,WISP,1,0,2,NULL,NULL
PD93-01,328,9301,25,WISP,1,0,2,NULL,NULL
PD93-01,328,9301,27,BBAL,3,0,1,NULL,NULL
PD93-01,328,9301,29,BBAL,1,0,1,NULL,NULL
PD93-01,331,9301,01,FUSE,1,0,3,NULL,NULL
PD93-01,331,9301,06,BBAL,1,0,2,NULL,NULL
PD93-01,331,9301,07,SPSK,1,0,6,NULL,"ON WATER"
PD93-01,331,9301,07,WISP,1,0,2,NULL,NULL
PD93-01,331,9301,08,SPSK,1,0,1,NULL,NULL
PD93-01,331,9301,09,BBAL,1,0,1,NULL,NULL
PD93-01,331,9301,13,BBAL,1,0,1,NULL,NULL
PD93-01,331,9301,18,SPSK,1,0,1,NULL,NULL
PD93-01,331,9301,21,SPSK,1,0,1,NULL,NULL
PD93-01,331,9301,21,SPSK,1,0,1,NULL,NULL
PD93-01,331,9301,22,BBAL,1,0,2,NULL,NULL
PD93-01,331,9301,25,SPSK,1,0,1,NULL,NULL
PD93-01,331,9301,26,GIPE,1,0,1,NULL,NULL
PD93-01,331,9301,28,SPSK,1,0,2,NULL,NULL
PD93-01,335,9301,01,SPSK,1,0,2,NULL,NULL
PD93-01,335,9301,01,SPSK,3,0,2,NULL,NULL
PD93-01,335,9301,03,SPSK,1,0,2,NULL,NULL
PD93-01,335,9301,04,SPSK,1,0,6,NULL,"LANDS ON WATER"
PD93-01,335,9301,05,SPSK,1,0,1,NULL,NULL
PD93-01,335,9301,06,SPSK,1,0,1,NULL,NULL
PD93-01,335,9301,10,WISP,1,0,2,NULL,NULL
PD93-01,335,9301,10,SPSK,1,0,2,NULL,NULL
PD93-01,335,9301,12,SPSK,1,0,2,NULL,NULL
PD93-01,335,9301,13,SPSK,2,0,2,NULL,NULL
PD93-01,335,9301,13,SPSK,1,0,2,NULL,NULL
PD93-01,335,9301,14,SPSK,2,0,1,NULL,NULL
PD93-01,335,9301,14,SPSK,4,0,2,NULL,NULL
PD93-01,335,9301,14,SPSK,1,0,2,NULL,NULL
PD93-01,335,9301,15,SPSK,1,0,1,NULL,NULL
PD93-01,335,9301,15,SPSK,1,0,2,NULL,NULL
PD93-01,335,9301,16,SPSK,2,0,2,NULL,NULL
PD93-01,335,9301,16,SPSK,2,0,2,NULL,NULL
PD93-01,335,9301,17,SPSK,3,0,2,NULL,NULL
PD93-01,335,9301,17,SPSK,3,0,1,NULL,NULL
PD93-01,335,9301,18,SPSK,1,0,2,NULL,NULL
PD93-01,335,9301,20,SPSK,1,0,2,NULL,NULL
PD93-01,335,9301,20,SPSK,2,0,1,NULL,NULL
PD93-01,335,9301,21,SPSK,1,0,6,NULL,"LANDS ON WATER"
PD93-01,335,9301,22,SPSK,1,0,2,NULL,NULL
PD93-01,335,9301,22,BBAL,1,0,2,NULL,NULL
PD93-01,335,9301,24,SPSK,2,0,2,NULL,NULL
PD93-01,335,9301,25,SPSK,1,0,2,NULL,NULL
PD93-01,335,9301,25,BBAL,1,0,1,NULL,NULL
PD93-01,335,9301,25,SPSK,2,0,2,NULL,NULL
PD93-01,335,9301,25,SPSK,1,0,2,NULL,NULL
PD93-01,335,9301,26,SPSK,1,0,2,NULL,NULL
PD93-01,335,9301,26,SPSK,1,0,1,NULL,NULL
PD93-01,335,9301,27,SPSK,1,0,2,NULL,NULL
PD93-01,335,9301,27,SPSK,1,0,1,NULL,NULL
PD93-01,335,9301,28,SPSK,1,0,2,NULL,NULL
PD93-01,335,9301,29,SPSK,1,0,2,NULL,NULL
PD93-01,335,9301,29,SPSK,2,0,2,NULL,NULL
PD93-01,335,9301,29,SPSK,1,0,2,NULL,NULL
PD93-01,340,9301,01,SPSK,1,0,2,NULL,NULL
PD93-01,340,9301,01,SPSK,4,0,2,NULL,NULL
PD93-01,340,9301,01,WISP,2,0,2,NULL,NULL
PD93-01,340,9301,03,SPSK,1,0,1,NULL,NULL
PD93-01,340,9301,03,SPSK,1,0,6,NULL,"ON WATER"
PD93-01,340,9301,04,SPSK,1,0,2,NULL,NULL
PD93-01,340,9301,04,ANTE,1,0,1,NULL,NULL
PD93-01,340,9301,05,SPSK,1,0,2,NULL,NULL
PD93-01,340,9301,05,SPSK,1,0,1,NULL,NULL
PD93-01,340,9301,06,SPSK,2,0,1,NULL,NULL
PD93-01,340,9301,06,SPSK,2,0,1,NULL,NULL
PD93-01,340,9301,07,SPSK,2,0,1,NULL,NULL
PD93-01,340,9301,09,SPSK,1,0,1,NULL,NULL
PD93-01,340,9301,09,WISP,2,0,2,NULL,NULL
PD93-01,340,9301,11,SPSK,2,0,1,NULL,NULL
PD93-01,340,9301,13,WISP,2,0,1,NULL,NULL
PD93-01,340,9301,15,SPSK,1,0,1,NULL,NULL
PD93-01,340,9301,24,HUWH,2,0,3,NULL,"1 LG, 1 SM. FEMALE W/ CALF"
PD93-01,340,9301,24,WISP,1,0,2,NULL,NULL
PD93-01,340,9301,29,ANTE,1,0,1,NULL,NULL
PD93-01,344,9301,01,KEGU,1,0,1,NULL,NULL
PD93-01,344,9301,05,SPSK,1,0,2,NULL,NULL
PD93-01,344,9301,10,SPSK,2,0,2,NULL,NULL
PD93-01,344,9301,10,SPSK,1,0,3,NULL,NULL
PD93-01,344,9301,10,WISP,1,0,2,NULL,NULL
PD93-01,344,9301,12,BBAL,1,0,1,NULL,NULL
PD93-01,344,9301,12,WISP,2,0,2,NULL,NULL
PD93-01,344,9301,16,SPSK,1,0,1,NULL,NULL
PD93-01,344,9301,19,SPSK,1,0,1,NULL,NULL
PD93-01,344,9301,23,SPSK,1,0,2,NULL,NULL
PD93-01,344,9301,23,BBAL,1,0,1,NULL,NULL
PD93-01,344,9301,24,SPSK,1,0,1,NULL,NULL
PD93-01,344,9301,25,SPSK,1,0,1,NULL,NULL
PD93-01,344,9301,27,SPSK,1,0,2,NULL,NULL
PD93-01,344,9301,27,BBAL,2,0,2,NULL,NULL
PD93-01,348,9301,01,ANTE,1,0,1,NULL,NULL
PD93-01,348,9301,01,SPSK,1,0,1,NULL,NULL
PD93-01,348,9301,03,BBAL,1,0,2,NULL,NULL
PD93-01,348,9301,06,BBAL,1,0,2,NULL,NULL
PD93-01,348,9301,08,SPSK,1,0,1,NULL,NULL
PD93-01,348,9301,08,WISP,1,0,1,NULL,NULL
PD93-01,348,9301,18,WISP,1,0,2,NULL,NULL
PD93-01,348,9301,19,WISP,1,0,2,NULL,NULL
PD93-01,348,9301,20,SOFU,1,0,1,NULL,NULL
PD93-01,348,9301,24,WISP,1,0,2,NULL,NULL
PD93-01,348,9301,26,WISP,1,0,2,NULL,NULL
PD93-01,348,9301,29,WISP,2,0,2,NULL,NULL
PD93-01,348,9301,29,LMSA,1,0,2,NULL,NULL
PD93-01,351,9301,01,ANTE,1,0,2,NULL,NULL
PD93-01,351,9301,01,WISP,1,0,2,NULL,NULL
PD93-01,351,9301,02,CHPE,2,0,3,NULL,NULL
PD93-01,351,9301,03,ANTE,1,0,2,NULL,NULL
PD93-01,351,9301,04,WISP,1,0,2,NULL,NULL
PD93-01,351,9301,07,WISP,1,0,2,NULL,NULL
PD93-01,351,9301,11,WISP,1,0,2,NULL,NULL
PD93-01,351,9301,15,WISP,1,0,2,NULL,NULL
PD93-01,351,9301,16,BBAL,1,0,2,NULL,NULL
PD93-01,351,9301,20,WISP,2,0,2,NULL,NULL
PD93-01,351,9301,22,CHPE,3,0,6,NULL,"ON WATER PEERING"
PD93-01,351,9301,25,WISP,1,0,2,NULL,NULL
PD93-01,351,9301,28,SPSK,1,0,1,NULL,NULL
PD93-01,356,9301,02,WISP,1,0,2,NULL,NULL
PD93-01,356,9301,04,SPSK,1,0,6,NULL,NULL
PD93-01,356,9301,04,BBAL,1,0,1,NULL,NULL
PD93-01,356,9301,06,WISP,1,0,2,NULL,NULL
PD93-01,356,9301,06,SPSK,1,0,1,NULL,NULL
PD93-01,356,9301,07,WISP,2,0,2,NULL,NULL
PD93-01,356,9301,07,SPSK,1,0,1,NULL,NULL
PD93-01,356,9301,07,BBAL,2,0,2,NULL,NULL
PD93-01,356,9301,08,WISP,2,0,2,NULL,NULL
PD93-01,356,9301,08,WISP,1,0,2,NULL,NULL
PD93-01,356,9301,09,BBAL,2,0,2,NULL,NULL
PD93-01,356,9301,11,BBAL,1,0,2,NULL,NULL
PD93-01,356,9301,11,BBAL,1,0,2,NULL,NULL
PD93-01,356,9301,12,BBAL,2,0,1,NULL,NULL
