studyName,"Cruise Name",Year/Month,"Station Start","Station End","Event Number",Day/Hour/Minute,"Total Time (min)","Ship Speed","Ship Course","Latitude Start","Longitude Start","Latitude End","Longitude End","Wind Speed Start","Wind Direction Start","Wind Speed End","Wind Direction End","Sea State","Salinity (PSU)","Fluorometry (mg/m³)",Habitat,"Ice Cover","Ice Type","Ice Color","Depth (m)",Notes
PD95-01,9501,9501,620.035,620.032,724,220952,15,4.8,NULL,6449.759,6402.433,6450.648,6400.131,NULL,NULL,NULL,NULL,3,NULL,NULL,0,0,0,0,539,NULL
PD95-01,9501,9501,620.032,620.030,725,221007,14,5.4,NULL,6450.759,6402.433,6451.379,6357.834,NULL,NULL,NULL,NULL,3,NULL,NULL,0,0,0,0,401,NULL
PD95-01,9501,9501,620.030,617.030,728,221103,20,5.4,NULL,6451.395,6456.981,6452.345,6359.751,NULL,NULL,NULL,NULL,4,NULL,NULL,0,0,0,0,377,NULL
PD95-01,9501,9501,617.030,617.035,730,221123,30,5.4,NULL,6452.345,6359.751,6450.798,6403.791,NULL,NULL,NULL,NULL,4,NULL,NULL,0,0,0,0,311,NULL
PD95-01,9501,9501,617.035,617.040,732,221153,36,5.0,NULL,6450.798,6403.791,6448.912,6409.214,NULL,NULL,NULL,NULL,4,NULL,NULL,1,1,3,0,434,NULL
PD95-01,9501,9501,617.040,615.040,734,221229,18,5.4,NULL,6448.912,6409.214,6449.871,6411.384,NULL,NULL,NULL,NULL,3,NULL,NULL,1,1,3,0,126,NULL
PD95-01,9501,9501,615.040,615.035,738,221247,30,5.4,NULL,6449.871,6411.384,6415.516,6406.770,NULL,NULL,NULL,NULL,3,NULL,NULL,1,1,3,0,606,NULL
PD95-01,9501,9501,615.032,615.030,740,221317,19,5.4,NULL,6451.516,6406.770,6452.647,6404.007,NULL,NULL,NULL,NULL,2,NULL,NULL,0,0,0,0,354,NULL
PD95-01,9501,9501,615.032,615.030,745,221409,12,5.2,NULL,6452.758,6403.611,6453.464,6401.919,NULL,NULL,NULL,NULL,2,NULL,NULL,0,0,0,0,199,NULL
PD95-01,9501,9501,615.030,612.030,746,221421,14,5.4,NULL,6453.464,6401.919,6454.290,6403.714,NULL,NULL,NULL,NULL,3,NULL,NULL,0,0,0,0,102,NULL
PD95-01,9501,9501,612.030,612.035,750,221435,30,5.4,NULL,6454.290,6403.714,6452.515,6408.604,NULL,NULL,NULL,NULL,4,NULL,NULL,1,1,3,0,213,NULL
PD95-01,9501,9501,613.035,612.866,752,221505,29,5.4,NULL,6452.515,6408.604,6450.868,6413.320,NULL,NULL,NULL,NULL,3,NULL,NULL,1,1,3,0,385,NULL
PD95-01,9501,9501,613.040,612.724,754,221534,16,5.4,NULL,6450.868,6413.320,6451.871,6415.406,NULL,NULL,NULL,NULL,2,NULL,NULL,1,1,3,0,79,"DEPTH CHANGED FROM 79.3 TO 659 M."
PD95-01,9501,9501,610.040,610.035,757,221550,27,5.4,NULL,6451.871,6415.406,6453.616,6411.151,NULL,NULL,NULL,NULL,3,NULL,NULL,1,1,3,0,635,NULL
PD95-01,9501,9501,610.035,610.030,761,221718,25,6.0,NULL,6453.710,6410.080,6455.315,6405.888,NULL,NULL,NULL,NULL,0,NULL,NULL,1,1,3,0,685,NULL
PD95-01,9501,9501,610.030,607.030,764,221743,15,5.2,NULL,6455.315,6405.888,6456.364,6407.891,NULL,NULL,NULL,NULL,1,NULL,NULL,1,1,3,0,379,NULL
PD95-01,9501,9501,607.030,607.035,766,221758,30,5.6,NULL,6456.364,6407.891,6454.550,6412.641,NULL,NULL,NULL,NULL,1,NULL,NULL,0,0,0,0,707,NULL
PD95-01,9501,9501,607.035,607.040,768,221828,28,5.8,NULL,6454.550,6412.641,6452.821,6417.311,NULL,NULL,NULL,NULL,2,NULL,NULL,1,1,3,0,1190,NULL
PD95-01,9501,9501,607.040,605.040,770,221856,15,5.6,NULL,6452.821,6417.311,6463.768,6419.349,NULL,NULL,NULL,NULL,2,NULL,NULL,0,0,0,0,564,NULL
PD95-01,9501,9501,605.040,605.037,773,221911,14,5.6,NULL,6453.768,6419.349,6454.775,6417.547,NULL,NULL,NULL,NULL,0,NULL,NULL,1,1,3,0,711,NULL
PD95-01,9501,9501,605.037,605.035,776,222014,14,5.0,NULL,6454.821,6416.905,6456.030,6414.971,NULL,NULL,NULL,NULL,1,NULL,NULL,0,0,0,0,1307,NULL
PD95-01,9501,9501,605.035,605.030,780,222028,30,5.3,NULL,6456.030,6414.971,6458.372,6411.773,NULL,NULL,NULL,NULL,1,NULL,NULL,0,0,0,0,928,NULL
PD95-01,9501,9501,605.030,602.030,783,222058,32,5.1,NULL,6458.372,6411.775,6456.648,6416.929,NULL,NULL,NULL,NULL,1,NULL,NULL,0,0,0,0,414,NULL
PD95-01,9501,9501,602.035,602.040,784,222142,30,5.8,NULL,6456.648,6416.929,6454.729,6420.983,NULL,NULL,NULL,NULL,2,NULL,NULL,0,0,0,0,1100,NULL
PD95-01,9501,9501,602.040,600.040,786,222212,15,5.4,NULL,6454.729,6420.983,6455.567,6423.121,NULL,NULL,NULL,NULL,4,NULL,NULL,1,1,3,0,880,NULL
PD95-01,9501,9501,600.040,600.035,790,222322,24,5.4,NULL,6455.866,6422.509,6457.467,6418.560,NULL,NULL,NULL,NULL,3,NULL,NULL,1,1,3,0,1336,NULL
PD95-01,9501,9501,600.035,600.030,794,222346,30,5.5,NULL,6457.467,6418.560,6459.231,6413.937,NULL,NULL,NULL,NULL,2,NULL,NULL,1,1,3,0,1400,NULL
PD95-01,9501,9501,602.030,605.030,796,230030,15,5.6,NULL,6458.338,6411.893,6457.339,6409.810,NULL,NULL,NULL,NULL,4,NULL,NULL,0,0,0,0,450,NULL
PD95-01,9501,9501,605.030,605.035,798,230045,30,5.4,NULL,6457.339,6409.810,6455.531,6414.346,NULL,NULL,NULL,NULL,5,NULL,NULL,0,0,0,0,509,NULL
PD95-01,9501,9501,605.040,600.040,805,230950,32,5.5,NULL,6453.896,6419.936,6456.099,6422.922,NULL,NULL,NULL,NULL,5,NULL,NULL,1,1,3,0,700,"Pages 273 through 298 cover a grid pattern, run continuously.       See R.Smith's maps for details.  Also note: when a 2 or a 7 appears in a station number, it actually indicates 2.5 or 7.5"
PD95-01,9501,9501,600.040,595.040,809,231022,28,5.4,NULL,6456.099,6423.932,6458.015,6428.160,NULL,NULL,NULL,NULL,4,NULL,NULL,0,0,0,0,0,grid
PD95-01,9501,9501,595.040,595.042,812,231050,15,5.1,NULL,6458.015,6428.160,6457.162,6430.541,NULL,NULL,NULL,NULL,5,NULL,NULL,0,0,0,0,1445,grid
PD95-01,9501,9501,595.042,600.042,814,231105,30,4.2,NULL,6457.162,6430.541,6455.222,6426.031,NULL,NULL,NULL,NULL,7,NULL,NULL,1,1,3,0,1142,grid
PD95-01,9501,9501,600.042,605.042,816,231135,26,6.0,NULL,6455.222,6426.031,6453.175,6422.211,NULL,NULL,NULL,NULL,7,NULL,NULL,1,1,3,0,1047,grid
PD95-01,9501,9501,605.042,605.045,818,231201,14,5.8,NULL,6453.175,6422.211,6452.333,6424.397,NULL,NULL,NULL,NULL,6,NULL,NULL,1,1,3,0,478,grid
PD95-01,9501,9501,605.045,602.045,821,231215,14,5.8,NULL,6452.333,6424.397,6453.162,6426.439,NULL,NULL,NULL,NULL,7,NULL,NULL,1,1,3,0,150,grid
PD95-01,9501,9501,602.045,600.045,825,231310,12,5.5,NULL,6453.505,6427.763,6454.443,6428.542,NULL,NULL,NULL,NULL,6,NULL,NULL,1,1,3,0,519,grid
PD95-01,9501,9501,600.045,595.045,828,231322,29,5.5,NULL,6454.443,6428.542,6456.336,6432.637,NULL,NULL,NULL,NULL,5,NULL,NULL,1,1,3,0,811,grid
PD95-01,9501,9501,595.045,595.047,831,231351,17,5.2,NULL,6456.336,6432.637,6455.505,6435.039,NULL,NULL,NULL,NULL,6,NULL,NULL,0,0,0,0,880,grid
PD95-01,9501,9501,595.047,600.047,833,231408,31,5.2,NULL,6455.505,6435.039,6453.492,6430.604,NULL,NULL,NULL,NULL,5,NULL,NULL,1,1,3,0,1104,grid
PD95-01,9501,9501,600.047,605.047,835,231439,28,5.7,NULL,6453.492,6430.604,6451.359,6426.884,NULL,NULL,NULL,NULL,7,NULL,NULL,2,1,3,0,530,grid
PD95-01,9501,9501,605.047,605.050,836,231507,15,5.7,NULL,6451.359,6426.884,6456.633,6429.367,NULL,NULL,NULL,NULL,7,NULL,NULL,0,0,0,0,141,grid
PD95-01,9501,9501,605.050,600.050,840,231522,28,5.2,NULL,6456.633,6429.367,6452.455,6433.667,NULL,NULL,NULL,NULL,5,NULL,NULL,1,1,3,0,132,"grid.  course curves around ice berg, not exactly straight"
PD95-01,9501,9501,600.050,595.050,846,231636,27,5.5,NULL,6452.351,6433.429,6454.621,6437.551,NULL,NULL,NULL,NULL,5,NULL,NULL,2,1,3,0,216,grid
PD95-01,9501,9501,595.050,595.052,848,231703,17,5.3,NULL,6454.621,6437.551,6453.800,6439.884,NULL,NULL,NULL,NULL,5,NULL,NULL,1,1,3,0,764,grid
PD95-01,9501,9501,595.052,600.052,850,231720,31,5.0,NULL,6453.800,6439.884,6450.728,6438.172,NULL,NULL,NULL,NULL,7,NULL,NULL,1,1,3,0,530,grid
PD95-01,9501,9501,600.052,600.055,852,231751,15,5.6,NULL,6451.553,6435.860,6450.728,6438.172,NULL,NULL,NULL,NULL,7,NULL,NULL,1,1,3,0,165,grid
PD95-01,9501,9501,600.055,597.055,855,231806,14,5.5,NULL,6450.728,6438.172,6451.632,6440.239,NULL,NULL,NULL,NULL,8,NULL,NULL,1,1,3,0,410,grid
PD95-01,9501,9501,597.055,595.055,858,231913,15,5.4,NULL,6451.777,6440.402,6452.918,6441.997,NULL,NULL,NULL,NULL,7,NULL,NULL,1,1,3,0,319,grid
PD95-01,9501,9501,595.055,595.057,861,231928,15,5.4,NULL,6452.918,6441.997,6452.098,6444.228,NULL,NULL,NULL,NULL,5,NULL,NULL,1,1,3,0,270,grid
PD95-01,9501,9501,595.057,600.057,863,231943,28,5.5,NULL,6452.098,6444.228,6450.099,6439.860,NULL,NULL,NULL,NULL,7,NULL,NULL,1,1,3,0,314,grid
PD95-01,9501,9501,600.057,605.057,865,232011,31,5.6,NULL,6450.099,6439.860,6448.040,6435.988,NULL,NULL,NULL,NULL,6,NULL,NULL,0,0,0,0,197,grid
PD95-01,9501,9501,605.060,600.060,870,232057,30,5.5,NULL,6447.197,6438.348,6449.138,6442.247,NULL,NULL,NULL,NULL,6,NULL,NULL,0,0,0,0,189,grid
PD95-01,9501,9501,600.060,595.060,873,232127,30,5.6,NULL,6449.138,6442.247,6451.135,6446.362,NULL,NULL,NULL,NULL,5,NULL,NULL,0,0,0,0,219,grid
PD95-01,9501,9501,PL10.250,PL10.235,904,250758,10,8.8,NULL,6448.388,6415.260,6449.386,6414.608,NULL,NULL,NULL,NULL,7,NULL,NULL,0,0,0,0,175,NULL
PD95-01,9501,9501,PL10.235,PL20.235,908,250852,33,10.0,NULL,6449.450,6414.617,6452.249,6424.911,NULL,NULL,NULL,NULL,7,NULL,NULL,0,0,0,0,301,NULL
PD95-01,9501,9501,PL20.235,PL20.250,911,250925,13,10.0,NULL,6452.249,6424.911,6450.841,6428.140,NULL,NULL,NULL,NULL,7,NULL,NULL,1,1,3,0,210,NULL
PD95-01,9501,9501,PL20.250,PL30.250,913,250939,33,10.0,NULL,6450.841,6428.140,6451.532,6439.968,NULL,NULL,NULL,NULL,7,NULL,NULL,0,0,0,0,185,NULL
PD95-01,9501,9501,PL30.250,PL30.235,915,251012,25,10.0,NULL,6451.532,6439.968,6455.539,6436.539,NULL,NULL,NULL,NULL,5,NULL,NULL,0,0,0,0,353,NULL
PD95-01,9501,9501,PL30.235,PL40.235,918,251037,33,10.0,NULL,6455.539,6436.539,4589.160,6446.922,NULL,NULL,NULL,NULL,6,NULL,NULL,0,0,0,0,1100,"HEAVY FOG VISIBILITY DECREASING FROM 800-300+M"
PD95-01,9501,9501,PL40.235,PL40.250,922,251150,46,10.0,NULL,6458.777,6446.850,6453.909,6452.999,NULL,NULL,NULL,NULL,7,NULL,NULL,0,0,0,0,201,"HEAVY FOG VISIBILITY 200M"
PD95-01,9501,9501,PL40.250,PL50.250,924,251836,38,10.0,NULL,6453.909,6452.999,6455.578,6505.094,NULL,NULL,NULL,NULL,7,NULL,NULL,0,0,0,0,595,"HEAVY FOG VISIBILITY 200M"
PD95-01,9501,9501,PL50.250,PL50.242,926,251318,22,10.0,NULL,6455.578,6505.094,6454.955,6501.561,NULL,NULL,NULL,NULL,6,NULL,NULL,0,0,0,0,478,"HEAVY FOG VISIBILITY 500M"
PD95-01,9501,9501,PL50.242,PL50.235,928,251340,23,10.0,NULL,6458.803,6500.798,6502.031,6457.515,NULL,NULL,NULL,NULL,4,NULL,NULL,0,0,0,0,328,"HEAVY FOG VISIBILITY 500M"
PD95-01,9501,9501,PL50.235,PL60.235,930,251403,34,10.0,NULL,6502.031,6457.515,6504.993,6508.196,NULL,NULL,NULL,NULL,3,NULL,NULL,0,0,0,0,268,"HEAVY FOG VISIBILITY 500M"
PD95-01,9501,9501,PL60.235,PL60.242,933,251437,26,10.0,NULL,6504.993,6508.196,6501.387,6512.741,NULL,NULL,NULL,NULL,6,NULL,NULL,0,0,0,0,307,"HEAVY FOG VISIBILITY 600M"
PD95-01,9501,9501,PL60.242,PL60.250,935,251503,27,10.0,NULL,6501.387,6512.741,6457.517,6517.595,NULL,NULL,NULL,NULL,7,NULL,NULL,0,0,0,0,541,"HEAVY FOG VISIBILITY 500M"
PD95-01,9501,9501,PL60.250,PL70.250,936,251530,36,10.0,NULL,6457.517,6517.595,6459.899,6530.280,NULL,NULL,NULL,NULL,5,NULL,NULL,0,0,0,0,429,"HEAVY FOG VISIBILITY 400-200M"
PD95-01,9501,9501,PL70.250,PL70.242,938,251606,32,10.0,NULL,6459.899,6530.280,6504.795,6524.584,NULL,NULL,NULL,NULL,4,NULL,NULL,0,0,0,0,545,"HEAVY FOG VISIBILITY 300-200M"
PD95-01,9501,9501,PL70.242,PL70.235,940,251638,26,10.0,NULL,6504.795,6524.584,6508.218,6518.460,NULL,NULL,NULL,NULL,3,NULL,NULL,0,0,0,0,454,"HEAVY FOG VISIBILITY 200M"
PD95-01,9501,9501,PL70.235,PL80.235,942,251704,32,10.0,NULL,6508.218,6518.460,6511.333,6529.172,NULL,NULL,NULL,NULL,3,NULL,NULL,0,0,0,0,350,"HEAVY FOG VISIBILITY 200M"
PD95-01,9501,9501,PL80.235,PL80.242,945,251736,35,10.0,NULL,6511.333,6529.172,6506.354,6535.581,NULL,NULL,NULL,NULL,5,NULL,NULL,0,0,0,0,730,"HEAVY FOG VISIBILITY 200M"
PD95-01,9501,9501,PL80.242,PL80.250,947,251811,37,10.0,NULL,6506.354,6535.581,6501.235,6541.595,NULL,NULL,NULL,NULL,5,NULL,NULL,0,0,0,0,707,"HEAVY FOG VISIBILITY 100-150M"
PD95-01,9501,9501,400.200,400.195,954,260958,15,10.8,NULL,6514.248,6947.176,6516.517,6942.223,NULL,NULL,NULL,NULL,4,NULL,NULL,0,0,0,0,2000,"HEAVY FOG VISIBILITY 200.300M -DEPTH 2000+M"
PD95-01,9501,9501,400.195,400.185,955,261013,30,11.6,NULL,6516.517,6942.223,6520.799,6932.468,NULL,NULL,NULL,NULL,2,NULL,NULL,0,0,0,0,2000,"DEPTH 2000+M"
PD95-01,9501,9501,400.185,400.180,956,261043,10,11.5,NULL,6520.799,6932.468,6521.900,6930.300,NULL,NULL,NULL,NULL,2,NULL,NULL,0,0,0,0,2000,"DEPTH 2000+M, HEAVY FOG- 200M VISIBILITY"
PD95-01,9501,9501,400.165,400.160,966,261452,15,10.8,NULL,6528.257,6915.363,6529.753,6912.086,NULL,NULL,NULL,NULL,7,NULL,NULL,0,0,0,0,371,NULL
PD95-01,9501,9501,400.160,400.145,974,261800,43,10.2,NULL,6530.084,6909.937,6535.259,6858.557,NULL,NULL,NULL,NULL,4,NULL,NULL,0,0,0,0,361,NULL
PD95-01,9501,9501,400.145,400.140,975,261843,17,10.5,NULL,6535.259,6858.557,6537.400,6853.900,NULL,NULL,NULL,NULL,4,NULL,NULL,0,0,0,0,361,NULL
PD95-01,9501,9501,400.140,400.120,983,262156,57,10.2,NULL,6557.469,6853.824,6544.958,6836.003,NULL,NULL,NULL,NULL,5,NULL,NULL,0,0,0,0,363,NULL
PD95-01,9501,9501,400.100,400.080,998,270933,58,11.7,NULL,6552.849,6816.548,6600.411,6758.342,NULL,NULL,NULL,NULL,4,NULL,NULL,0,0,0,0,350,NULL
PD95-01,9501,9501,400.080,400.060,1006,271304,55,11.5,NULL,6559.832,6757.454,6607.803,6739.256,NULL,NULL,NULL,NULL,5,NULL,NULL,0,0,0,0,372,NULL
PD95-01,9501,9501,200.200,200.190,1106,301148,36,9.5,NULL,6626.777,7301.732,6630.702,7253.098,NULL,NULL,NULL,NULL,5,NULL,NULL,0,0,0,0,2000,"Transect is up to 200.190.  stopping for trolling.  will continue   other side of 200.190 with event 1110."
PD95-01,9501,9501,200.190,200.180,1110,301315,29,10.0,NULL,6630.562,7249.549,6634.787,7244.248,NULL,NULL,NULL,NULL,5,NULL,NULL,0,0,0,0,2000,"Continuation after event 1106.  second half of transect around      station 200.190."
PD95-01,9501,9501,200.180,200.160,1118,301638,50,10.0,NULL,6634.293,7241.545,6640.550,7231.570,NULL,NULL,NULL,NULL,5,NULL,NULL,0,0,0,0,2000,"DEPTH OVER 2000M GOOD VIS, CHOPPY SEAS"
PD95-01,9501,9501,200.160,200.140,1126,302037,66,9.9,NULL,6642.803,7224.427,6650.967,7208.690,NULL,NULL,NULL,NULL,7,NULL,NULL,0,0,0,0,2000,"DEPTH OVER 2000M OVERCAST SKIES, GOOD VIS"
PD95-01,9501,9501,200.120,200.100,1148,310945,65,9.1,NULL,6658.884,7152.136,6706.543,7132.972,NULL,NULL,NULL,NULL,2,NULL,NULL,0,0,0,0,436,"OK VIS. CLEAR TO HORIZON, GLARE, POOR CONTRAST"
PD95-01,9501,9501,200.080,200.060,1156,311328,60,10.1,NULL,6707.228,7131.875,6714.792,7113.252,NULL,NULL,NULL,NULL,4,NULL,NULL,0,0,0,0,434,"EXCELLENT VIS, OVERCAST, NO FOG"
PD95-01,9501,9501,200.080,200.060,1164,311725,60,9.6,NULL,6715.478,7110.556,6722.622,7054.745,NULL,NULL,NULL,NULL,6,NULL,NULL,0,0,0,0,464,"EXCELLENT VIS, CLEAR"
PD95-01,9501,9501,200.060,200.040,1173,312136,71,8.5,NULL,6723.327,7053.148,6730.544,7035.576,NULL,NULL,NULL,NULL,7,NULL,NULL,0,0,0,0,464,"EXCELLENT VIS, CLEAR SKIES, CHOPPY SEAS"
PD95-01,9501,9502,200.020,200.000,1188,10843,64,10.5,NULL,6738.435,7016.353,6746.167,6956.697,NULL,NULL,NULL,NULL,7,NULL,NULL,0,0,0,0,569,"EXCELLENT VIS, OVC.,  CHOPPY SEAS"
PD95-01,9501,9502,211.-08,211.079,1197,11400,60,10.5,NULL,6745.785,6936.240,6749.321,6907.900,NULL,NULL,NULL,NULL,3,NULL,NULL,3,1,3,0,314,"TO ROTHERA (A)"
PD95-01,9501,9502,221.-27,220.830,1198,11500,60,10.8,NULL,6749.321,6907.900,6748.908,6839.475,NULL,NULL,NULL,NULL,1,NULL,NULL,3,1,3,0,146,"TO ROTHERA (B)"
PD95-01,9501,9502,236.-40,235.599,1199,11600,60,11.0,NULL,6748.908,6839.475,6743.551,6814.595,NULL,NULL,NULL,NULL,6,NULL,NULL,2,1,2,0,97,"TO ROTHERA (C)"
PD95-01,9501,9502,255.-46,255.038,1200,11700,45,9.5,NULL,6743.551,6814.595,6739.862,6860.263,NULL,NULL,NULL,NULL,1,NULL,NULL,2,1,2,0,370,"TO ROTHERA (D)"
PD95-01,9501,9502,306.044,305.515,1201,20900,60,10.2,NULL,6649.755,6853.979,6641.913,6836.007,NULL,NULL,NULL,NULL,3,NULL,NULL,1,1,3,0,240,"ALONG WEST SIDE ADELAIDE ISLAND, EXCELLENT VIS, NO FOG"
PD95-01,9501,9502,325.045,325.161,1202,21000,60,10.1,NULL,6641.913,6836.007,6637.072,6815.302,NULL,NULL,NULL,NULL,2,NULL,NULL,0,0,0,0,439,"ALONG NW COAST ADELAIDE ISLAND, EXCELLENT VIS, NO FOG"
PD95-01,9501,9502,342.041,342.322,1203,21100,60,9.3,NULL,6637.072,6815.302,6634.155,6754.839,NULL,NULL,NULL,NULL,2,NULL,NULL,1,1,3,0,817,"ALONG N COAST ADELAIDE ISLAND, EXCELLENT VIS, SOME GLARE"
PD95-01,9501,9502,325.065,325.421,1204,21200,60,8.6,NULL,6634.155,6754.839,6633.832,6734.018,NULL,NULL,NULL,NULL,3,NULL,NULL,1,2,3,0,170,"ALONG N COAST ADELAIDE ISLAND ROTHERA TO 360 LINE, EXCELLENT VIS, SOME GLARE"
PD95-01,9501,9502,368.023,367.998,1206,21300,40,7.8,NULL,6633.832,6734.018,6637.055,6729.031,NULL,NULL,NULL,NULL,3,NULL,NULL,2,3,2,0,293,"ALONG E COAST ADELAIDE ISLAND ROTHERA TO 360 LINE, EXCELLENT VIS"
PD95-01,9501,9502,400.015,420.015,1231,31115,68,8.4,NULL,6624.893,6655.334,6616.737,6637.493,NULL,NULL,NULL,NULL,2,NULL,NULL,2,1,3,0,403,"EXCELLENT VIS"
PD95-01,9501,9502,420.015,440.015,1244,32100,32,9.0,NULL,6614.378,6632.807,6611.100,6624.303,NULL,NULL,NULL,NULL,4,NULL,NULL,2,3,3,0,878,"MIXED ICE TYPE 3/1"
PD95-01,9501,9502,566.056,565.768,1253,50900,54,9.2,NULL,6504.002,6508.311,6457.684,6517.498,NULL,NULL,NULL,NULL,5,NULL,NULL,0,0,0,0,410,NULL
PD95-01,9501,9502,570.069,569.627,1256,50954,51,9.8,NULL,6457.684,6517.498,6449.498,6522.249,NULL,NULL,NULL,NULL,1,NULL,NULL,0,0,0,0,607,NULL
PD95-01,9501,9502,578.082,578.441,1258,51045,34,9.8,NULL,6449.498,6522.249,6448.716,6509.271,NULL,NULL,NULL,NULL,3,NULL,NULL,0,0,0,0,628,NULL
PD95-01,9501,9502,587.075,586.720,1262,51207,40,10.2,NULL,6448.811,6508.370,6455.384,6505.122,NULL,NULL,NULL,NULL,4,NULL,NULL,0,0,0,0,628,NULL
PD95-01,9501,9502,579.065,579.337,1264,51247,44,10.1,NULL,6455.384,6505.122,6501.907,6457.728,NULL,NULL,NULL,NULL,7,NULL,NULL,0,0,0,0,521,NULL
PD95-01,9501,9502,574.053,574.223,1267,51331,35,10.0,NULL,6501.907,6457.728,6458.773,6446.801,NULL,NULL,NULL,NULL,6,NULL,NULL,1,1,3,0,195,NULL
PD95-01,9501,9502,584.050,584.221,1270,51406,36,10.0,NULL,6458.773,6446.801,6453.086,6451.591,NULL,NULL,NULL,NULL,3,NULL,NULL,1,1,3,0,237,NULL
PD95-01,9501,9502,590.060,589.619,1272,51443,32,10.1,NULL,6453.086,6451.592,6448.160,6455.903,NULL,NULL,NULL,NULL,5,NULL,NULL,0,0,0,0,552,NULL
PD95-01,9501,9502,594.068,594.152,1274,51515,36,10.0,NULL,6448.160,6455.903,6448.813,6443.400,NULL,NULL,NULL,NULL,3,NULL,NULL,0,0,0,0,426,NULL
PD95-01,9501,9502,601.060,600.541,1278,51635,25,10.1,NULL,6448.642,6442.740,6452.645,6439.395,NULL,NULL,NULL,NULL,1,NULL,NULL,0,0,0,0,217,NULL
PD95-01,9501,9502,597.053,596.708,1280,51700,20,10.1,NULL,6452.645,6439.395,6455.759,6435.360,NULL,NULL,NULL,NULL,5,NULL,NULL,0,0,0,0,329,NULL
PD95-01,9501,9502,594.047,594.344,1283,51720,25,10.1,NULL,6455.759,6435.360,6458.349,6427.778,NULL,NULL,NULL,NULL,6,NULL,NULL,0,0,0,0,1200,NULL
PD95-01,9501,9502,595.039,594.816,1285,51745,27,9.0,NULL,6458.349,6427.778,6501.068,6419.854,NULL,NULL,NULL,NULL,7,NULL,NULL,0,0,0,0,1003,NULL
PD95-01,9501,9502,595.031,595.002,1287,51812,34,10.1,NULL,6501.068,6419.854,6456.091,6415.716,NULL,NULL,NULL,NULL,6,NULL,NULL,0,0,0,0,693,NULL
PD95-01,9501,9502,604.035,600.040,1289,51846,20,10.0,NULL,6456.091,6415.716,6455.918,6423.814,NULL,NULL,NULL,NULL,3,NULL,NULL,0,0,0,0,648,NULL
PD95-01,9501,9502,600.040,600.016,1293,51959,25,10.0,NULL,6456.083,6423.679,6452.178,6424.862,NULL,NULL,NULL,NULL,5,NULL,NULL,2,1,3,0,1320,NULL
PD95-01,9501,9502,605.045,604.837,1296,52025,31,10.0,NULL,6452.178,6424.862,6449.337,6414.068,NULL,NULL,NULL,NULL,5,NULL,NULL,2,1,3,0,161,NULL
PD95-01,9501,9502,615.042,614.513,1300,52056,15,10.7,NULL,6449.337,6414.068,6451.218,6409.235,NULL,NULL,NULL,NULL,5,NULL,NULL,2,1,3,0,377,"EXELLENT VIS"
PD95-01,9501,9502,614.037,614.399,1302,52112,17,10.0,NULL,6451.218,6409.235,6451.811,6403.879,NULL,NULL,NULL,NULL,5,NULL,NULL,0,0,0,0,433,"EXELLENT VIS"
PD95-01,9501,9502,616.033,616.306,1304,52129,16,10.4,NULL,6451.811,6403.879,6450.707,6356.941,NULL,NULL,NULL,NULL,5,NULL,NULL,2,1,3,0,349,"LIGHT SNOW, OK VIS"
PD95-01,9501,9502,621.030,621.472,1306,52145,17,10.6,NULL,6450.707,6356.941,6448.762,6353.311,NULL,NULL,NULL,NULL,4,NULL,NULL,2,1,2,0,442,"EXCELLENT VIS"
PD95-01,9501,9502,620.040,620.035,1314,60906,18,6.1,NULL,6448.280,6405.190,6449.670,6402.041,NULL,NULL,NULL,NULL,3,NULL,NULL,1,1,3,0,60,"OVC, LIGHT SEAS, GOOD VIS"
PD95-01,9501,9502,620.035,620.030,1318,60924,27,6.0,NULL,6449.670,6402.041,6451.508,6357.685,NULL,NULL,NULL,NULL,4,NULL,NULL,0,0,0,0,626,"OVC, LIGHT SEAS, GOOD VIS"
PD95-01,9501,9502,620.030,617.030,1322,61028,10,5.8,NULL,6451.680,6357.789,6452.378,6359.695,NULL,NULL,NULL,NULL,5,NULL,NULL,0,0,0,0,476,"OVC, GOOD VIS"
PD95-01,9501,9502,617.030,617.035,1324,61038,29,6.0,NULL,6452.378,6359.695,6450.655,6404.122,NULL,NULL,NULL,NULL,3,NULL,NULL,0,0,0,0,309,"OVC, GOOD VIS"
PD95-01,9501,9502,617.035,617.040,1326,61107,32,6.0,NULL,6450.655,6404.722,6448.709,6409.239,NULL,NULL,NULL,NULL,2,NULL,NULL,1,1,3,0,485,"OVC, GOOD VIS"
PD95-01,9501,9502,617.040,620.040,1328,61139,15,6.0,NULL,6448.709,6409.238,6449.604,6406.574,NULL,NULL,NULL,NULL,3,NULL,NULL,1,1,3,0,91,"GOOD VIS"
PD95-01,9501,9502,615.040,615.035,1331,61154,26,6.0,NULL,6449.851,6411.286,6451.604,6406.574,NULL,NULL,NULL,NULL,3,NULL,NULL,1,1,3,0,611,"GOOD VIS"
PD95-01,9501,9502,615.035,615.032,1334,61220,10,6.0,NULL,6451.604,6406.574,6452.409,6404.412,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,0,333,"GOOD VIS"
PD95-01,9501,9502,615.032,615.030,1339,61258,10,6.0,NULL,6452.684,6403.892,6453.355,6403.780,NULL,NULL,NULL,NULL,5,NULL,NULL,0,0,0,0,175,"GOOD VIS- BUT CHOPPY SEAS"
